Date,ASII.JK,BBCA.JK,BMRI.JK,KLBF.JK,SMGR.JK,TLKM.JK
2022-01-17,3876.77783203125,6662.7958984375,2769.979736328125,1568.5550537109375,6006.96533203125,3380.564453125
2022-01-18,3859.69970703125,6598.3173828125,2789.2158203125,1577.7548828125,5918.951171875,3437.1767578125
2022-01-19,3825.542724609375,6598.3173828125,2702.65380859375,1563.9552001953125,5874.94482421875,3437.1767578125
2022-01-20,3774.30810546875,6684.2880859375,2760.36181640625,1563.9552001953125,5830.93701171875,3412.9140625
2022-01-21,3825.542724609375,6834.73876953125,2808.451904296875,1568.5550537109375,6094.97998046875,3501.87646484375
2022-01-24,3774.30810546875,6705.78076171875,2798.833740234375,1563.9552001953125,6138.98681640625,3477.61376953125
2022-01-25,3723.0732421875,6684.2880859375,2779.59765625,1563.9552001953125,5984.9619140625,3469.5263671875
2022-01-26,3723.0732421875,6619.81005859375,2875.77783203125,1563.9552001953125,6050.97216796875,3550.4013671875
2022-01-27,3740.151123046875,6705.78076171875,2904.631591796875,1554.755615234375,5940.95458984375,3453.351806640625
2022-01-28,3740.151123046875,6684.2880859375,2943.103759765625,1536.356201171875,6006.96533203125,3445.263916015625
2022-01-31,3740.151123046875,6555.33056640625,2875.77783203125,1508.7568359375,5918.951171875,3388.65185546875
2022-02-02,3757.2294921875,6705.78076171875,2875.77783203125,1554.755615234375,6050.97216796875,3372.476806640625
2022-02-03,3757.2294921875,6641.302734375,2875.77783203125,1527.1563720703125,6072.9765625,3396.739501953125
2022-02-04,3757.2294921875,6641.302734375,2875.77783203125,1554.755615234375,6182.994140625,3421.001708984375
2022-02-07,3740.151123046875,6705.78076171875,2885.395751953125,1550.1556396484375,6359.02197265625,3469.5263671875
2022-02-08,3791.38623046875,6641.302734375,2933.485595703125,1508.7568359375,6293.01171875,3421.001708984375
2022-02-09,3791.38623046875,6834.73876953125,2952.7216796875,1517.956787109375,6447.0361328125,3461.439208984375
2022-02-10,3723.0732421875,6662.7958984375,2971.95751953125,1508.7568359375,6403.029296875,3607.013427734375
2022-02-11,3723.0732421875,6727.27392578125,2971.95751953125,1504.1571044921875,6491.04296875,3598.92626953125
2022-02-14,3620.60302734375,6619.81005859375,3000.811279296875,1471.9580078125,6337.0185546875,3558.488525390625
2022-02-15,3757.2294921875,6770.25927734375,3039.283203125,1508.7568359375,6403.029296875,3566.576171875
2022-02-16,3740.151123046875,6856.2314453125,3020.047607421875,1490.357421875,6513.04736328125,3558.488525390625
2022-02-17,3740.151123046875,6791.7529296875,3020.047607421875,1471.9580078125,6447.0361328125,3566.576171875
2022-02-18,3825.542724609375,6813.24658203125,3020.047607421875,1471.9580078125,6469.03955078125,3558.488525390625
2022-02-21,3808.464599609375,6834.73876953125,3020.047607421875,1462.75830078125,6403.029296875,3534.226318359375
2022-02-22,3808.464599609375,6791.7529296875,3029.66552734375,1490.357421875,6381.025390625,3477.61376953125
2022-02-23,3859.69970703125,6920.71044921875,3029.66552734375,1517.956787109375,6337.0185546875,3518.051513671875
2022-02-24,3893.856201171875,6877.724609375,2962.339599609375,1499.5572509765625,6072.9765625,3429.089111328125
2022-02-25,3962.169189453125,6920.71044921875,2962.339599609375,1513.3568115234375,6337.0185546875,3509.964111328125
2022-03-01,3893.856201171875,6920.71044921875,2943.103759765625,1453.5584716796875,6249.00439453125,3518.051513671875
2022-03-02,3774.30810546875,6856.2314453125,2933.485595703125,1471.9580078125,5918.951171875,3469.5263671875
2022-03-04,3842.62109375,6791.7529296875,2943.103759765625,1508.7568359375,5830.93701171875,3558.488525390625
2022-03-07,3962.169189453125,6619.81005859375,2904.631591796875,1476.557861328125,5544.89111328125,3647.450927734375
2022-03-08,4269.57958984375,6576.82373046875,2904.631591796875,1462.75830078125,5610.9013671875,3736.4130859375
2022-03-09,4303.73583984375,6748.767578125,2933.485595703125,1458.1583251953125,5654.9091796875,3590.83837890625
