Date,C_Obj,C_Pen,Penalty_A_Target
2021-01-04,-0.1880571780660091,1.5,5.891820298110627
2021-02-02,-0.1256199915099404,1.5,5.891820298110627
2021-03-04,-0.08439571270242083,1.5,5.891820298110627
2021-04-06,-0.15188433915075425,1.5,5.891820298110627
2021-05-05,-0.09867136884322898,1.5,5.891820298110627
2021-06-10,0.00026414413804293126,1.5,5.891820298110627
2021-07-09,0.13350266525579357,1.5,5.891820298110627
2021-08-10,0.10707069154846251,1.5,5.891820298110627
2021-09-10,0.01962806728671253,1.5,5.891820298110627
2021-10-11,-0.05733425014697952,1.5,5.891820298110627
2021-11-10,-0.12763753872033134,1.5,5.891820298110627
2021-12-09,-0.07823881485794115,1.5,5.891820298110627
2022-01-10,-0.16728830594117292,1.5,5.891820298110627
2022-02-09,-0.17503645505403986,1.5,5.891820298110627
2022-03-14,-0.13828402291339534,1.5,5.891820298110627
2022-04-12,-0.10859611810527114,1.5,5.891820298110627
2022-05-23,-0.02454020348099962,1.5,5.891820298110627
2022-06-23,-0.06441442319640374,1.5,5.891820298110627
2022-07-22,-0.06672110270182642,1.5,5.891820298110627
2022-08-23,-0.09527059634192611,1.5,5.891820298110627
2022-09-21,-0.13192073915958974,1.5,5.891820298110627
2022-10-20,-0.12344554019483124,1.5,5.891820298110627
2022-11-18,-0.1379166169409295,1.5,5.891820298110627
2022-12-19,-0.0575627403071149,1.5,5.891820298110627
2023-01-17,-0.08620361839619836,1.5,5.891820298110627
2023-02-16,-0.07948171848856563,1.5,5.891820298110627
2023-03-17,0.029112578473897435,1.5,5.891820298110627
2023-04-27,-0.019795316144481295,1.5,5.891820298110627
2023-05-30,-0.03783802845334154,1.5,5.891820298110627
2023-07-05,-0.07541366524713294,1.5,5.891820298110627
2023-08-04,-0.11277731967973427,1.5,5.891820298110627
2023-09-05,-0.05904398784329788,1.5,5.891820298110627
2023-10-05,-0.06417219507097421,1.5,5.891820298110627
2023-11-03,0.03444003409882446,1.5,5.891820298110627
2023-12-04,0.014250765178519469,1.5,5.891820298110627
