Date,Ticker,Mu_Simple_Period,Mu_Log_Period,Sigma_Log,Sigma_Period_Log,Lambda_RiskAversion
2021-01-04,BBCA.JK,0.25980251674161575,0.22599742580146429,0.023164385273124977,0.26001957980179674,0.3334315179539908
2021-01-04,TLKM.JK,0.1938985336189035,0.17555179662393608,0.017065111999022015,0.19155540710179603,0.3334315179539908
2021-01-04,SMGR.JK,0.2427332576435176,0.2070597730841727,0.023795919537943223,0.26710853434267084,0.3334315179539908
2021-01-04,BMRI.JK,0.03875083693739384,0.017739164321201584,0.018262491970030614,0.2049959639416945,0.3334315179539908
2021-01-04,KLBF.JK,0.3113872128536506,0.277768090959161,0.023100581279874518,0.259303381753843,0.3334315179539908
2021-01-04,ASII.JK,0.1223465081860467,0.09041014749843893,0.022515025208086233,0.25273053114971206,0.3334315179539908
2021-02-02,BBCA.JK,0.19445051951827463,0.1590439271260725,0.023706737503309643,0.2661074684867081,0.38468197487309935
2021-02-02,TLKM.JK,0.11947425011613502,0.09900060286472721,0.01802716083580895,0.20235437851159938,0.38468197487309935
2021-02-02,SMGR.JK,0.20166383924831147,0.1626922138125614,0.024871614928244804,0.27918318515179263,0.38468197487309935
2021-02-02,BMRI.JK,-0.03708521230934474,-0.07664592942619701,0.02505888845786434,0.28128532530813716,0.38468197487309935
2021-02-02,KLBF.JK,0.24149021988502456,0.20020559364700907,0.02559905325568794,0.2873486601256929,0.38468197487309935
2021-02-02,ASII.JK,0.08966851424367575,0.051120771879998944,0.024735984443873833,0.2776607367406375,0.38468197487309935
