Depth,Theta_Index,Theta_Value
1,0,3.141885844124424
1,1,-0.0010779787910537564
1,2,0.0007962761994203892
1,3,0.001029167889324506
1,4,3.139438558067603
1,5,-0.0015159880127129646
1,6,0.00014717651690916708
1,7,-0.0003837399640230689
1,8,-2.184079142186378e-05
1,9,-0.0011014052512826158
1,10,0.0011408547087925476
1,11,0.0010521231512083044
1,12,8.365337372803987e-05
1,13,0.001616792093002689
1,14,0.0006786769511228848
1,15,-0.0012886060787406833
2,0,3.1419245700966996
2,1,-0.0010516381531850477
2,2,0.000792929882473595
2,3,0.0010662394934693737
2,4,3.139470311889575
2,5,-0.0015157256498261355
2,6,7.821676156620638e-05
2,7,-0.00019466487691115645
2,8,-0.00018899380620389218
2,9,0.00022563351940492295
2,10,4.5133622546344075e-05
2,11,0.00015190918162266446
2,12,-6.234432282001558e-05
2,13,-7.347008592403786e-05
2,14,-0.00017638371537487423
2,15,0.00010752640981872782
2,16,-0.0001890012327126619
2,17,-0.0011696532916022884
2,18,0.0008554833544812469
2,19,0.0010768140830030885
2,20,7.334020534791109e-06
2,21,0.0014011845575175774
2,22,0.0008620817227313509
2,23,-0.0014824543417411619
3,0,3.1419361247059254
3,1,-0.0011612510829965806
3,2,0.0007253555842728098
3,3,0.0010296637931427174
3,4,3.1396901591251876
3,5,-0.0016575628280746527
3,6,2.974800791646591e-05
3,7,-0.0001887534563888694
3,8,-0.00021885114584607615
3,9,0.0003496966601789271
3,10,9.442653868130115e-06
3,11,0.00011345900892044828
3,12,3.092440884348239e-05
3,13,0.00014387091549880506
3,14,-4.685496489292332e-06
3,15,8.645824260248581e-05
3,16,4.96199940441915e-05
3,17,-2.9268192831029012e-05
3,18,-3.741935267918486e-05
3,19,-0.00018294976149128665
3,20,0.00014904067309903676
3,21,4.043860180500849e-05
3,22,1.6234023617214986e-05
3,23,-0.0001592556083790544
3,24,-0.00017545042715661445
3,25,-0.001437609320117557
3,26,0.0007780184063288155
3,27,0.0009909844709265904
3,28,4.709472027643014e-05
3,29,0.0016738077694028396
3,30,0.000966291928141173
3,31,-0.0012693523985183711
4,0,3.1418701375665252
4,1,-0.0012276272621002564
4,2,0.0007414609248977513
4,3,0.001081404027850088
4,4,3.139527872864342
4,5,-0.0017036804828635958
4,6,4.2839321689959705e-05
4,7,-0.00011516998445619139
4,8,-0.00020884343467689412
4,9,0.0003845021524153495
4,10,-0.00013233856381300013
4,11,1.3355342162923024e-05
4,12,2.6236908029386136e-05
4,13,0.00020031574928482883
4,14,2.825628026994554e-05
4,15,-1.419860716684652e-05
4,16,2.6536813045096165e-05
4,17,0.00015473748660164703
4,18,2.7096222152802013e-05
4,19,-0.00019986782647746134
4,20,2.1887391912930578e-05
4,21,-4.3886750595637544e-05
4,22,8.808378657499564e-06
4,23,-0.00012636121206526768
4,24,6.237829286692326e-05
4,25,0.0001910873803936224
4,26,0.00012918494987589033
4,27,2.7003623075770102e-05
4,28,0.0003134181186251242
4,29,0.0001077955743234015
4,30,-0.0001561723165053135
4,31,-0.00029608938094278673
4,32,-0.00024199095097294701
4,33,-0.0013055490948038434
4,34,0.0006835998459286952
4,35,0.0011983996666434511
4,36,4.682383271046751e-05
4,37,0.0018394188250198727
4,38,0.0008665607501155858
4,39,-0.0013918869891248037
5,0,3.1417562216321593
5,1,-0.001194171975083958
5,2,0.0008451906757217113
5,3,0.0009307599543262665
5,4,3.139334404010475
5,5,-0.0017864510800868541
5,6,0.0001162473059067772
5,7,-0.00010493100442648033
5,8,-0.0002939731971091965
5,9,0.0004625975775160635
5,10,-0.0001217370671637716
5,11,9.526138525698956e-06
5,12,-0.00015427728748171134
5,13,0.00011118091912273524
5,14,0.0002643956043805422
5,15,-4.514814938475208e-05
5,16,-0.00010551684021705729
5,17,0.00010541433847069153
5,18,4.294165060011231e-05
5,19,-9.301589833049426e-05
5,20,0.00010457489262162839
5,21,-0.00012531909523057273
5,22,0.00016970209567856382
5,23,-2.9531179730768695e-05
5,24,3.587952037763432e-06
5,25,0.00017170483200111843
5,26,0.00020279258550558613
5,27,0.00016575751407071418
5,28,0.000114244218922399
5,29,0.00011556443816930139
5,30,-0.00015323649424221316
5,31,-0.00036644345854368744
5,32,-8.699419952562454e-05
5,33,0.0003108398866785712
5,34,1.158436362503681e-05
5,35,0.00012603107505607035
5,36,-0.0001948900782810258
5,37,-4.224826169025088e-05
5,38,0.00014815538561585662
5,39,3.4535702887645934e-06
5,40,-4.548504214604939e-05
5,41,-0.0012932579787478286
5,42,0.0005222045113726605
5,43,0.0010945034079321945
5,44,8.219661767842289e-05
5,45,0.0020000258395427763
5,46,0.0006443030618801131
5,47,-0.0015660870222598856
7,0,3.141439279903447
7,1,-0.001271686299573224
7,2,0.0006370996942684457
7,3,0.0008093286573082796
7,4,3.1391929826035234
7,5,-0.0017895962619332477
7,6,0.00019647214665637408
7,7,-0.0002888518701723454
7,8,-0.00040873213042798246
7,9,0.0004782805862489421
7,10,7.033726807734464e-06
7,11,-0.00015039312202208823
7,12,4.763592876993854e-05
7,13,2.5162184321128914e-06
7,14,0.00020475852830707632
7,15,-7.88378062922519e-05
7,16,-6.1018350957101106e-05
7,17,-3.0693921934082854e-05
7,18,-9.424784923629081e-05
7,19,9.443726450754503e-05
7,20,0.00035589247175326337
7,21,-0.00017932704615608003
7,22,0.00020781313839960978
7,23,-0.00018081720386252276
7,24,0.00013414870303934677
7,25,-6.546920228405784e-06
7,26,0.0004741833414240758
7,27,0.0002995314534552871
7,28,-0.00013527262559256148
