Date,Ticker_i,Ticker_j,Interaction_J_Obj,Interaction_J_Pen
2021-01-04,BBCA.JK,TLKM.JK,0.00037756508055055717,0.5
2021-01-04,BBCA.JK,SMGR.JK,0.00037196761941560665,0.5
2021-01-04,BBCA.JK,ADRO.JK,0.0006204007502836566,0.5
2021-01-04,TLKM.JK,SMGR.JK,0.00040502661377245675,0.5
2021-01-04,TLKM.JK,ADRO.JK,0.00046001425052272444,0.5
2021-01-04,SMGR.JK,ADRO.JK,0.000518439651128546,0.5
2021-02-02,BBCA.JK,TLKM.JK,0.0006278472999413604,0.5
2021-02-02,BBCA.JK,SMGR.JK,0.0006527801877174298,0.5
2021-02-02,BBCA.JK,ADRO.JK,0.0011227739096786166,0.5
2021-02-02,TLKM.JK,SMGR.JK,0.0005984091654236834,0.5
2021-02-02,TLKM.JK,ADRO.JK,0.000694418899180249,0.5
2021-02-02,SMGR.JK,ADRO.JK,0.0009164227095231225,0.5
2021-03-04,BBCA.JK,TLKM.JK,0.0006383566298239541,0.5
2021-03-04,BBCA.JK,SMGR.JK,0.0007544561427520486,0.5
2021-03-04,BBCA.JK,ADRO.JK,0.0011109412456111927,0.5
2021-03-04,TLKM.JK,SMGR.JK,0.0006839753745785443,0.5
2021-03-04,TLKM.JK,ADRO.JK,0.0007110245905429891,0.5
2021-03-04,SMGR.JK,ADRO.JK,0.0009191837675656515,0.5
2021-04-06,BBCA.JK,TLKM.JK,0.0003527215415196248,0.5
2021-04-06,BBCA.JK,SMGR.JK,0.00046469510808158166,0.5
2021-04-06,BBCA.JK,ADRO.JK,0.0007324704788138213,0.5
2021-04-06,TLKM.JK,SMGR.JK,0.00044748994393851716,0.5
2021-04-06,TLKM.JK,ADRO.JK,0.0005247072382630459,0.5
2021-04-06,SMGR.JK,ADRO.JK,0.0006536459440952319,0.5
2021-05-05,BBCA.JK,TLKM.JK,0.00037538125187728177,0.5
2021-05-05,BBCA.JK,SMGR.JK,0.0004692838512658088,0.5
2021-05-05,BBCA.JK,ADRO.JK,0.0006556905485832192,0.5
2021-05-05,TLKM.JK,SMGR.JK,0.0005111940631915295,0.5
2021-05-05,TLKM.JK,ADRO.JK,0.0004740299990094403,0.5
2021-05-05,SMGR.JK,ADRO.JK,0.0006605115248374396,0.5
2021-06-10,BBCA.JK,TLKM.JK,0.00033417801832613084,0.5
2021-06-10,BBCA.JK,SMGR.JK,0.00046318456746982157,0.5
2021-06-10,BBCA.JK,ADRO.JK,0.0004550359749427654,0.5
2021-06-10,TLKM.JK,SMGR.JK,0.0004861890095129037,0.5
2021-06-10,TLKM.JK,ADRO.JK,0.00035332130234577984,0.5
2021-06-10,SMGR.JK,ADRO.JK,0.00046125522793478903,0.5
2021-07-09,BBCA.JK,TLKM.JK,0.00018436926230130024,0.5
2021-07-09,BBCA.JK,SMGR.JK,0.00042755355379689273,0.5
2021-07-09,BBCA.JK,ADRO.JK,0.00021383822338333605,0.5
2021-07-09,TLKM.JK,SMGR.JK,0.00029879518693701706,0.5
2021-07-09,TLKM.JK,ADRO.JK,0.0001763109649948404,0.5
2021-07-09,SMGR.JK,ADRO.JK,0.0002509383608035972,0.5
2021-08-10,BBCA.JK,TLKM.JK,0.00012771176047732052,0.5
2021-08-10,BBCA.JK,SMGR.JK,0.00034552686874191155,0.5
2021-08-10,BBCA.JK,ADRO.JK,0.00016046742020908825,0.5
2021-08-10,TLKM.JK,SMGR.JK,0.0003395028844469234,0.5
2021-08-10,TLKM.JK,ADRO.JK,0.00015419389944527245,0.5
2021-08-10,SMGR.JK,ADRO.JK,0.0001787970909132141,0.5
2021-09-10,BBCA.JK,TLKM.JK,0.000169270289867983,0.5
2021-09-10,BBCA.JK,SMGR.JK,0.00036564123210112694,0.5
2021-09-10,BBCA.JK,ADRO.JK,0.0002670495192411952,0.5
2021-09-10,TLKM.JK,SMGR.JK,0.0003629657682049989,0.5
2021-09-10,TLKM.JK,ADRO.JK,0.00015996749055075722,0.5
2021-09-10,SMGR.JK,ADRO.JK,0.00032824277768433557,0.5
2021-10-11,BBCA.JK,TLKM.JK,0.00010866991157510953,0.5
2021-10-11,BBCA.JK,SMGR.JK,9.938431092817293e-05,0.5
2021-10-11,BBCA.JK,ADRO.JK,0.00020651670838336934,0.5
2021-10-11,TLKM.JK,SMGR.JK,0.00019575926067051961,0.5
2021-10-11,TLKM.JK,ADRO.JK,0.00015061042862495906,0.5
2021-10-11,SMGR.JK,ADRO.JK,0.00018224633562170206,0.5
2021-11-10,BBCA.JK,TLKM.JK,0.0001117927172693571,0.5
2021-11-10,BBCA.JK,SMGR.JK,1.1354435156221693e-05,0.5
2021-11-10,BBCA.JK,ADRO.JK,0.00024279052951458382,0.5
2021-11-10,TLKM.JK,SMGR.JK,0.00026792211238809484,0.5
2021-11-10,TLKM.JK,ADRO.JK,0.00019078796277536517,0.5
2021-11-10,SMGR.JK,ADRO.JK,0.0002679524622767467,0.5
2021-12-09,BBCA.JK,TLKM.JK,0.00012536567205788916,0.5
2021-12-09,BBCA.JK,SMGR.JK,-3.0820257524705634e-05,0.5
2021-12-09,BBCA.JK,ADRO.JK,0.0002895825912387587,0.5
2021-12-09,TLKM.JK,SMGR.JK,0.00020370202572298263,0.5
2021-12-09,TLKM.JK,ADRO.JK,0.00017522662125650252,0.5
2021-12-09,SMGR.JK,ADRO.JK,0.00022490664049552804,0.5
2022-01-10,BBCA.JK,TLKM.JK,8.929352038813078e-05,0.5
2022-01-10,BBCA.JK,SMGR.JK,-6.702023410576943e-05,0.5
2022-01-10,BBCA.JK,ADRO.JK,0.00020524767282401166,0.5
2022-01-10,TLKM.JK,SMGR.JK,0.00012831171339020985,0.5
2022-01-10,TLKM.JK,ADRO.JK,0.00010248510341672766,0.5
2022-01-10,SMGR.JK,ADRO.JK,0.00013874018049773445,0.5
2022-02-09,BBCA.JK,TLKM.JK,0.00011672077604321426,0.5
2022-02-09,BBCA.JK,SMGR.JK,-9.329056156060005e-05,0.5
2022-02-09,BBCA.JK,ADRO.JK,0.00019205526709482987,0.5
2022-02-09,TLKM.JK,SMGR.JK,0.00013240224901465256,0.5
2022-02-09,TLKM.JK,ADRO.JK,0.00011564765147529743,0.5
2022-02-09,SMGR.JK,ADRO.JK,0.0001850279404353135,0.5
2022-03-14,BBCA.JK,TLKM.JK,4.818408716771888e-05,0.5
2022-03-14,BBCA.JK,SMGR.JK,-0.00021426398683041276,0.5
2022-03-14,BBCA.JK,ADRO.JK,0.00011637936221018213,0.5
2022-03-14,TLKM.JK,SMGR.JK,0.00011802053898222127,0.5
2022-03-14,TLKM.JK,ADRO.JK,5.175795284960604e-05,0.5
2022-03-14,SMGR.JK,ADRO.JK,8.868536233481799e-05,0.5
2022-04-12,BBCA.JK,TLKM.JK,5.7005259933697356e-05,0.5
2022-04-12,BBCA.JK,SMGR.JK,-0.00015676213274884863,0.5
2022-04-12,BBCA.JK,ADRO.JK,0.0001554689402052903,0.5
2022-04-12,TLKM.JK,SMGR.JK,0.00018911875627947129,0.5
2022-04-12,TLKM.JK,ADRO.JK,4.191275572050024e-05,0.5
2022-04-12,SMGR.JK,ADRO.JK,0.00015826993858885098,0.5
2022-05-23,BBCA.JK,TLKM.JK,8.770458109396856e-05,0.5
2022-05-23,BBCA.JK,SMGR.JK,-3.2052245718448265e-05,0.5
2022-05-23,BBCA.JK,ADRO.JK,0.00014515189456068905,0.5
2022-05-23,TLKM.JK,SMGR.JK,0.00021881904327077429,0.5
2022-05-23,TLKM.JK,ADRO.JK,0.00010169906115962819,0.5
2022-05-23,SMGR.JK,ADRO.JK,0.00014395362005607465,0.5
2022-06-23,BBCA.JK,TLKM.JK,0.0001739759571806755,0.5
2022-06-23,BBCA.JK,SMGR.JK,-5.71740674959952e-05,0.5
2022-06-23,BBCA.JK,ADRO.JK,0.00017012960736698972,0.5
2022-06-23,TLKM.JK,SMGR.JK,0.00040014289243835247,0.5
2022-06-23,TLKM.JK,ADRO.JK,0.000165202992271258,0.5
2022-06-23,SMGR.JK,ADRO.JK,0.00016787270630223388,0.5
2022-07-22,BBCA.JK,TLKM.JK,0.00024038660779863172,0.5
2022-07-22,BBCA.JK,SMGR.JK,-6.457154698193775e-06,0.5
2022-07-22,BBCA.JK,ADRO.JK,1.5444235709329184e-05,0.5
2022-07-22,TLKM.JK,SMGR.JK,0.0005206602169536399,0.5
2022-07-22,TLKM.JK,ADRO.JK,0.0002220677558711702,0.5
2022-07-22,SMGR.JK,ADRO.JK,0.00021008113140537897,0.5
2022-08-23,BBCA.JK,TLKM.JK,0.00014849197089248674,0.5
2022-08-23,BBCA.JK,SMGR.JK,-7.830799806729925e-05,0.5
2022-08-23,BBCA.JK,ADRO.JK,2.2219832309508747e-05,0.5
2022-08-23,TLKM.JK,SMGR.JK,0.0004322178561077061,0.5
2022-08-23,TLKM.JK,ADRO.JK,0.00020942850891689024,0.5
2022-08-23,SMGR.JK,ADRO.JK,0.00011979661083398684,0.5
2022-09-21,BBCA.JK,TLKM.JK,0.00026992214275107173,0.5
2022-09-21,BBCA.JK,SMGR.JK,0.0001847727538689966,0.5
2022-09-21,BBCA.JK,ADRO.JK,-9.964099056972431e-06,0.5
2022-09-21,TLKM.JK,SMGR.JK,0.0003163851261922553,0.5
2022-09-21,TLKM.JK,ADRO.JK,0.0002852684101821995,0.5
2022-09-21,SMGR.JK,ADRO.JK,0.00010544227742112532,0.5
2022-10-20,BBCA.JK,TLKM.JK,0.00022733199955980217,0.5
2022-10-20,BBCA.JK,SMGR.JK,0.0001176599586138908,0.5
2022-10-20,BBCA.JK,ADRO.JK,-5.955653311782108e-05,0.5
2022-10-20,TLKM.JK,SMGR.JK,0.00029975005854297,0.5
2022-10-20,TLKM.JK,ADRO.JK,0.00027592510936331625,0.5
2022-10-20,SMGR.JK,ADRO.JK,9.31833495971145e-05,0.5
2022-11-18,BBCA.JK,TLKM.JK,0.00014540584005707567,0.5
2022-11-18,BBCA.JK,SMGR.JK,6.078155039106103e-05,0.5
2022-11-18,BBCA.JK,ADRO.JK,-7.850094112574408e-05,0.5
2022-11-18,TLKM.JK,SMGR.JK,0.00014382149021557923,0.5
2022-11-18,TLKM.JK,ADRO.JK,0.0001955059206701689,0.5
2022-11-18,SMGR.JK,ADRO.JK,2.2126032291805455e-05,0.5
2022-12-19,BBCA.JK,TLKM.JK,2.678357123318989e-05,0.5
2022-12-19,BBCA.JK,SMGR.JK,-8.300901240815e-05,0.5
2022-12-19,BBCA.JK,ADRO.JK,-5.416436656733815e-05,0.5
2022-12-19,TLKM.JK,SMGR.JK,7.071772744581673e-05,0.5
2022-12-19,TLKM.JK,ADRO.JK,0.00019567825485831668,0.5
2022-12-19,SMGR.JK,ADRO.JK,7.674262616672656e-05,0.5
2023-01-17,BBCA.JK,TLKM.JK,-9.130993387430763e-06,0.5
2023-01-17,BBCA.JK,SMGR.JK,-0.00022816599966931581,0.5
2023-01-17,BBCA.JK,ADRO.JK,5.742487677519932e-06,0.5
2023-01-17,TLKM.JK,SMGR.JK,9.892463845227087e-05,0.5
2023-01-17,TLKM.JK,ADRO.JK,0.00020742001770953543,0.5
2023-01-17,SMGR.JK,ADRO.JK,7.113348220597412e-05,0.5
2023-02-16,BBCA.JK,TLKM.JK,2.8232916228672823e-05,0.5
2023-02-16,BBCA.JK,SMGR.JK,-0.00024973501525114427,0.5
2023-02-16,BBCA.JK,ADRO.JK,-1.4169757381028532e-05,0.5
2023-02-16,TLKM.JK,SMGR.JK,6.044083131041568e-05,0.5
2023-02-16,TLKM.JK,ADRO.JK,0.0002057807210405095,0.5
