Date,C_Obj,C_Pen,Penalty_A_Target
2021-01-04,-0.21822954044570797,2.0,6.394449154672439
2021-02-02,-0.12492448406407788,2.0,6.394449154672439
2021-03-04,-0.04538955579503305,2.0,6.394449154672439
2021-04-06,-0.10101438437466588,2.0,6.394449154672439
2021-05-05,-0.065773958848028,2.0,6.394449154672439
2021-06-10,0.03066645758720769,2.0,6.394449154672439
2021-07-09,0.14243940302789276,2.0,6.394449154672439
2021-08-10,0.1148109138434227,2.0,6.394449154672439
2021-09-10,0.0073464687597146455,2.0,6.394449154672439
2021-10-11,-0.07734898644986428,2.0,6.394449154672439
2021-11-10,-0.11724226798704765,2.0,6.394449154672439
2021-12-09,-0.07753056142150815,2.0,6.394449154672439
2022-01-10,-0.15684872972792502,2.0,6.394449154672439
2022-02-09,-0.16969498107815514,2.0,6.394449154672439
2022-03-14,-0.12518722626490547,2.0,6.394449154672439
2022-04-12,-0.07622036624480816,2.0,6.394449154672439
2022-05-23,-0.05145151000095694,2.0,6.394449154672439
2022-06-23,-0.09614796348973044,2.0,6.394449154672439
2022-07-22,-0.11030397364743408,2.0,6.394449154672439
2022-08-23,-0.1290647327717061,2.0,6.394449154672439
2022-09-21,-0.1732043398498112,2.0,6.394449154672439
2022-10-20,-0.1515621322647303,2.0,6.394449154672439
2022-11-18,-0.1346604457521856,2.0,6.394449154672439
2022-12-19,-0.05586688044740405,2.0,6.394449154672439
2023-01-17,-0.06067603029629886,2.0,6.394449154672439
2023-02-16,-0.054739014140701286,2.0,6.394449154672439
2023-03-17,0.03447389817107781,2.0,6.394449154672439
2023-04-27,-0.026914263700867525,2.0,6.394449154672439
2023-05-30,-0.05266202668614062,2.0,6.394449154672439
2023-07-05,-0.08761572006517297,2.0,6.394449154672439
2023-08-04,-0.1450434860774065,2.0,6.394449154672439
2023-09-05,-0.10299124927106473,2.0,6.394449154672439
2023-10-05,-0.09486245495622388,2.0,6.394449154672439
2023-11-03,0.019708520140796756,2.0,6.394449154672439
2023-12-04,0.010726938004913086,2.0,6.394449154672439
