Date,ASII.JK,BBCA.JK,BMRI.JK,ICBP.JK,KLBF.JK,SMGR.JK,TLKM.JK,UNTR.JK
2020-07-22,3514.539306640625,5206.30029296875,2018.2296142578125,8207.5458984375,1415.9976806640625,8295.6357421875,2363.670654296875,11390.6484375
2020-07-23,3431.649658203125,5223.14892578125,2120.5361328125,8229.431640625,1451.959716796875,8166.017578125,2363.670654296875,11433.36328125
2020-07-24,3348.75927734375,5138.9052734375,2083.333984375,8220.4716796875,1411.5025634765625,8014.7939453125,2325.17431640625,11077.4033203125
2020-07-27,3398.49365234375,5138.9052734375,2185.64013671875,8063.677734375,1393.5216064453125,8101.20751953125,2340.57275390625,11960.1796875
2020-07-28,3431.649658203125,5210.51220703125,2176.33935546875,8108.4775390625,1362.0550537109375,8122.81201171875,2325.17431640625,12301.8994140625
2020-07-29,3365.337890625,5168.390625,2120.5361328125,8175.67431640625,1371.0452880859375,8187.62109375,2309.775634765625,12244.9462890625
2020-07-30,3415.071533203125,5256.84716796875,2157.738525390625,8242.8720703125,1407.00732421875,7971.58935546875,2348.27197265625,12159.5146484375
2020-08-03,3236.029052734375,5164.177734375,2046.131103515625,8332.46875,1402.5120849609375,7885.17578125,2248.181884765625,11646.9365234375
2020-08-04,3289.078369140625,5231.57421875,2074.033203125,8982.0419921875,1415.9976806640625,7949.98486328125,2271.279541015625,11646.9365234375
2020-08-05,3348.75927734375,5227.361328125,2120.5361328125,9452.4228515625,1451.959716796875,8166.017578125,2325.17431640625,12259.18359375
2020-08-06,3464.80615234375,5273.6953125,2148.437744140625,9250.8310546875,1438.47412109375,8295.6357421875,2325.17431640625,13540.6318359375
2020-08-07,3497.96142578125,5206.30029296875,2157.738525390625,9116.435546875,1420.4930419921875,8360.4462890625,2294.376953125,14067.4482421875
2020-08-10,3398.49365234375,5155.7529296875,2157.738525390625,9116.435546875,1447.464599609375,8295.6357421875,2286.67822265625,14110.1650390625
2020-08-11,3464.80615234375,5202.087890625,2222.8427734375,9138.8349609375,1438.47412109375,8295.6357421875,2255.881103515625,13825.3994140625
2020-08-12,3580.8515625,5273.6953125,2287.94677734375,9094.0380859375,1451.959716796875,8511.66796875,2271.279541015625,13398.248046875
2020-08-13,3580.8515625,5307.39306640625,2250.744384765625,9183.6337890625,1460.9501953125,8403.65234375,2317.47509765625,13270.1064453125
2020-08-14,3564.273681640625,5395.85009765625,2241.443603515625,9116.435546875,1460.9501953125,8209.2236328125,2332.87353515625,13141.9609375
2020-08-18,3564.273681640625,5357.93994140625,2287.94677734375,9138.8349609375,1456.4549560546875,8425.255859375,2348.27197265625,13440.96484375
2020-08-19,3514.539306640625,5332.6669921875,2269.345458984375,9049.240234375,1442.96923828125,8252.4306640625,2309.775634765625,13369.7705078125
2020-08-24,3514.539306640625,5320.02880859375,2232.143310546875,9161.2353515625,1438.47412109375,8382.0498046875,2309.775634765625,13099.2451171875
2020-08-25,3514.539306640625,5362.15283203125,2325.1494140625,9340.427734375,1456.4549560546875,8900.52734375,2294.376953125,13412.48828125
2020-08-26,3547.696044921875,5341.09130859375,2362.351806640625,9273.2294921875,1429.4833984375,9030.1474609375,2325.17431640625,13241.626953125
2020-08-27,3514.539306640625,5560.12548828125,2343.75048828125,9273.2294921875,1451.959716796875,9224.576171875,2302.076416015625,13398.248046875
2020-08-28,3531.117431640625,5471.6708984375,2315.8486328125,9250.8310546875,1447.464599609375,9202.9716796875,2278.978759765625,13341.294921875
2020-08-31,3381.91552734375,5286.33154296875,2213.5419921875,9161.2353515625,1420.4930419921875,9116.5595703125,2201.986572265625,13099.2451171875
2020-09-01,3481.3837890625,5492.73193359375,2278.64599609375,9161.2353515625,1433.978759765625,9505.41796875,2232.783447265625,13384.0107421875
2020-09-02,3514.539306640625,5421.12353515625,2260.044921875,9138.8349609375,1438.47412109375,9246.177734375,2271.279541015625,13298.580078125
2020-09-03,3431.649658203125,5475.8818359375,2222.8427734375,9161.2353515625,1433.978759765625,9094.9560546875,2232.783447265625,13327.056640625
2020-09-04,3348.75927734375,5374.7890625,2204.241455078125,9228.431640625,1429.4833984375,8943.7333984375,2201.986572265625,13156.1982421875
2020-09-07,3332.181640625,5294.75634765625,2176.33935546875,9250.8310546875,1438.47412109375,9138.1630859375,2232.783447265625,13184.6748046875
2020-09-08,3398.49365234375,5336.87939453125,2222.8427734375,9250.8310546875,1420.4930419921875,8814.115234375,2201.986572265625,13184.6748046875
2020-09-09,3249.291015625,5261.05908203125,2148.437744140625,9206.033203125,1398.0167236328125,8727.701171875,2155.79052734375,12899.9072265625
2020-09-10,3023.83056640625,4894.595703125,1999.628173828125,8937.244140625,1330.58837890625,8122.81201171875,2078.79833984375,12187.9931640625
2020-09-11,3070.248779296875,4974.6279296875,2036.8306884765625,9183.6337890625,1415.9976806640625,8122.81201171875,2163.489990234375,13056.529296875
2020-09-14,3176.34814453125,5096.78125,2139.136962890625,9452.4228515625,1429.4833984375,8511.66796875,2225.083984375,13099.2451171875
2020-09-15,3196.241943359375,4936.71826171875,2111.235107421875,9318.029296875,1389.0264892578125,8317.240234375,2178.888427734375,13597.5859375
2020-09-16,3169.717041015625,4844.048828125,2101.934814453125,9362.8271484375,1384.5311279296875,8122.81201171875,2148.091552734375,13683.015625
2020-09-17,3222.7666015625,4848.2607421875,2074.033203125,9138.8349609375,1362.0550537109375,8036.3984375,2171.18896484375,13327.056640625
2020-09-18,3169.717041015625,4742.9560546875,2074.033203125,9116.435546875,1389.0264892578125,8058.0009765625,2225.083984375,13554.8701171875
2020-09-21,3096.77392578125,4721.89453125,2036.8306884765625,9094.0380859375,1348.5693359375,7949.98486328125,2163.489990234375,13440.96484375
2020-09-22,3096.77392578125,4591.31640625,1971.7264404296875,9183.6337890625,1308.1121826171875,7798.76318359375,2140.392333984375,12999.578125
2020-09-23,3070.248779296875,4637.65185546875,1934.524169921875,9273.2294921875,1375.5406494140625,7690.74609375,2155.79052734375,13184.6748046875
2020-09-24,3050.35546875,4587.10302734375,1888.0211181640625,9049.240234375,1362.0550537109375,7604.3330078125,2101.895751953125,13028.0537109375
2020-09-25,3222.7666015625,4726.10791015625,1990.3277587890625,9004.4423828125,1420.4930419921875,7604.3330078125,2071.09912109375,13213.15234375
2020-09-28,3143.192138671875,4646.07568359375,1915.923095703125,9026.83984375,1371.0452880859375,7885.17578125,2048.0009765625,12857.1962890625
2020-09-29,3030.46142578125,4637.65185546875,1888.0211181640625,9094.0380859375,1357.559814453125,7863.57275390625,2024.903564453125,12899.9072265625
2020-09-30,2957.5185546875,4566.04345703125,1845.23828125,9026.83984375,1393.5216064453125,7928.38232421875,1971.0087890625,12985.337890625
2020-10-01,3056.986328125,4692.40966796875,1934.524169921875,9094.0380859375,1447.464599609375,8274.0341796875,2117.29443359375,12971.1015625
2020-10-02,3043.723876953125,4637.65185546875,1934.524169921875,9026.83984375,1411.5025634765625,8166.017578125,2063.39990234375,12914.1484375
2020-10-05,3023.83056640625,4650.28759765625,1990.3277587890625,9049.240234375,1407.00732421875,8166.017578125,2040.3018798828125,12714.810546875
2020-10-06,3063.6171875,4801.92724609375,2046.131103515625,9049.240234375,1407.00732421875,8144.41455078125,2040.3018798828125,12885.669921875
2020-10-07,3088.297607421875,4848.2607421875,2064.732666015625,8959.642578125,1429.4833984375,8187.62109375,2048.0009765625,12782.947265625
2020-10-08,3168.339599609375,4869.32275390625,2027.5302734375,9026.83984375,1438.47412109375,8338.84375,2078.79833984375,12969.455078125
2020-10-09,3161.66943359375,4865.10986328125,2064.732666015625,9004.4423828125,1411.5025634765625,8101.20751953125,2101.895751953125,12854.681640625
2020-10-12,3134.98876953125,4932.505859375,2092.63427734375,8914.8447265625,1420.4930419921875,8122.81201171875,2101.895751953125,12912.0673828125
2020-10-13,3161.66943359375,4932.505859375,2111.235107421875,8892.4462890625,1424.988037109375,8079.60498046875,2101.895751953125,12912.0673828125
2020-10-14,3215.03125,4970.416015625,2148.437744140625,8914.8447265625,1429.4833984375,8036.3984375,2163.489990234375,12897.720703125
2020-10-15,3161.66943359375,4873.53515625,2083.333984375,8735.6513671875,1402.5120849609375,7863.57275390625,2140.392333984375,12452.97265625
2020-10-16,3288.403076171875,4852.47412109375,2074.033203125,8735.6513671875,1393.5216064453125,7928.38232421875,2117.29443359375,12553.3984375
2020-10-19,3335.094482421875,4970.416015625,2120.5361328125,8802.84765625,1411.5025634765625,7928.38232421875,2086.49755859375,12653.828125
2020-10-20,3451.822265625,4890.38427734375,2101.934814453125,8713.2529296875,1407.00732421875,8187.62109375,2055.700439453125,12782.947265625
