Date,Equity
2020-09-25,100000000.0
2020-09-28,100000000.0
2020-09-29,100000000.0
2020-09-30,100000000.0
2020-10-01,100000000.0
2020-10-02,100000000.0
2020-10-05,100000000.0
2020-10-06,100000000.0
2020-10-07,100000000.0
2020-10-08,100000000.0
2020-10-09,100000000.0
2020-10-12,100000000.0
2020-10-13,100000000.0
2020-10-14,100000000.0
2020-10-15,100000000.0
2020-10-16,100000000.0
2020-10-19,100000000.0
2020-10-20,100000000.0
2020-10-21,100000000.0
2020-10-22,100000000.0
2020-10-23,100000000.0
2020-10-26,100000000.0
2020-10-27,100000000.0
2020-11-02,100000000.0
2020-11-03,100000000.0
2020-11-04,100000000.0
2020-11-05,100000000.0
2020-11-06,100000000.0
2020-11-09,100000000.0
2020-11-10,100000000.0
2020-11-11,100000000.0
2020-11-12,100000000.0
2020-11-13,100000000.0
2020-11-16,100000000.0
2020-11-17,100000000.0
2020-11-18,100000000.0
2020-11-19,100000000.0
2020-11-20,100000000.0
2020-11-23,100000000.0
2020-11-24,100000000.0
2020-11-25,100000000.0
2020-11-26,100000000.0
2020-11-27,100000000.0
2020-11-30,100000000.0
2020-12-01,100000000.0
2020-12-02,100000000.0
2020-12-03,100000000.0
2020-12-04,100000000.0
2020-12-07,100000000.0
2020-12-08,100000000.0
2020-12-10,100000000.0
2020-12-11,100000000.0
2020-12-14,100000000.0
2020-12-15,100000000.0
2020-12-16,100000000.0
2020-12-17,100000000.0
2020-12-18,100000000.0
2020-12-21,100000000.0
2020-12-22,100000000.0
2020-12-23,100000000.0
2020-12-28,100000000.0
2020-12-29,100000000.0
2020-12-30,100000000.0
2021-01-04,100000000.0
2021-01-05,97938148.75747013
2021-01-06,94501732.3667761
2021-01-07,96563576.56873871
2021-01-08,99312720.94620155
2021-01-11,104811023.78226173
2021-01-12,101374586.26986593
2021-01-13,104123744.72846328
2021-01-14,102749137.33689559
2021-01-15,100000000.0
2021-01-18,98969091.9801532
2021-01-19,97250869.70367168
2021-01-20,97250869.70367168
2021-01-21,96907219.61592157
2021-01-22,92783503.04972732
2021-01-25,89003450.65241769
2021-01-26,86597956.36270496
2021-01-27,85567020.18058914
2021-01-28,82474239.79651071
2021-01-29,82474239.79651071
2021-02-01,84536076.95790607
2021-02-02,82474239.79651071
2021-02-03,80412381.51341358
2021-02-04,80068731.42566347
2021-02-05,83161525.89087641
2021-02-08,83848811.98524213
2021-02-09,83161525.89087641
2021-02-10,82474239.79651071
2021-02-11,83505161.89749202
2021-02-15,83505161.89749202
2021-02-16,83161525.89087641
2021-02-17,81099660.56721203
2021-02-18,80756031.60116369
2021-02-19,81099660.56721203
2021-02-22,83161525.89087641
2021-02-23,82817882.84369357
2021-02-24,81443310.65496215
2021-02-25,82474239.79651071
2021-02-26,81099660.56721203
2021-03-01,81443310.65496215
2021-03-02,81443310.65496215
2021-03-03,81443310.65496215
2021-03-04,83848811.98524213
2021-03-05,81099660.56721203
2021-03-08,80756031.60116369
2021-03-09,80068731.42566347
2021-03-10,80412381.51341358
2021-03-12,83161525.89087641
2021-03-15,84879734.08622344
2021-03-16,83848811.98524213
2021-03-17,84536076.95790607
2021-03-18,87285235.41650341
2021-03-19,89347093.69960053
2021-03-22,88316164.55805197
2021-03-23,89347093.69960053
2021-03-24,84192462.07299224
2021-03-25,82817882.84369357
2021-03-26,83848811.98524213
2021-03-29,82817882.84369357
2021-03-30,80756031.60116369
2021-03-31,80756031.60116369
2021-04-01,81099660.56721203
2021-04-05,81443310.65496215
2021-04-06,83161525.89087641
2021-04-07,84308109.9693258
2021-04-08,83916904.48631322
2021-04-09,84805987.3068659
2021-04-12,82959406.69556049
2021-04-13,82070316.0802066
2021-04-14,86242226.1981938
2021-04-15,85900276.06401275
2021-04-16,85831868.88861388
2021-04-19,85763485.09761864
2021-04-20,85284751.79184468
2021-04-21,84327261.79589315
2021-04-22,85011177.65385766
2021-04-23,87404883.1567335
2021-04-26,85968667.64980921
2021-04-27,87610065.70892406
2021-04-28,86447393.16078195
2021-04-29,87678441.70511809
2021-04-30,87610065.70892406
2021-05-03,87404883.1567335
2021-05-04,87541681.91792881
2021-05-05,87883624.25730866
2021-05-06,87883624.25730866
2021-05-07,87541681.91792881
2021-05-10,87815248.26111463
2021-05-11,88635939.49587084
2021-05-17,88909513.63385786
2021-05-18,87404883.1567335
2021-05-19,86789374.47416784
2021-05-20,87268107.7799418
2021-05-21,86994533.64195478
2021-05-24,86515792.54137962
2021-05-25,86926149.85095954
2021-05-27,85763485.09761864
2021-05-28,86720967.29876897
2021-05-31,87199716.19414535
2021-06-02,88430764.73848148
2021-06-03,90277345.34978689
2021-06-04,90003779.0066011
2021-06-07,89319847.55903415
2021-06-08,87952023.63790631
2021-06-09,89319847.55903415
2021-06-10,90550903.8981715
2021-06-11,88499156.32427794
2021-06-14,87678441.70511809
2021-06-15,88499156.32427794
2021-06-16,87336499.36573824
2021-06-17,86584191.92197728
2021-06-18,86515792.54137962
2021-06-21,85489910.95963162
2021-06-22,86720967.29876897
2021-06-23,85216344.61644581
2021-06-24,84942786.06806122
2021-06-25,84669227.51967661
2021-06-28,82822631.31876878
2021-06-29,82685840.35237467
2021-06-30,82412297.39359249
2021-07-01,82412297.39359249
2021-07-02,83438155.59093685
2021-07-05,83574930.96772856
2021-07-06,82822631.31876878
2021-07-07,82959406.69556049
2021-07-08,82275483.04279475
2021-07-09,82343882.4233924
2021-07-12,81355760.30762118
2021-07-13,81026384.1388834
2021-07-14,80367638.19184998
2021-07-15,80697007.97014563
2021-07-16,81685136.47635897
2021-07-19,82343882.4233924
2021-07-21,81685136.47635897
2021-07-22,87943277.29193471
2021-07-23,85967020.27950802
2021-07-26,84320133.04537696
2021-07-27,83990756.87663917
2021-07-28,83661380.70790139
2021-07-29,87284518.56401701
2021-07-30,87943277.29193471
2021-08-02,90248891.30177279
2021-08-03,88931399.40770593
2021-08-04,89590138.96429722
2021-08-05,85637644.11077024
2021-08-06,84978904.55417895
2021-08-09,85637644.11077024
2021-08-10,88272640.67978823
2021-08-12,92883900.65167506
2021-08-13,91237026.19842827
2021-08-16,89919508.74259287
2021-08-18,88272640.67978823
2021-08-19,85308274.33247459
2021-08-20,83332017.32004789
2021-08-23,86625759.83609931
2021-08-24,83002641.15131012
2021-08-25,82673258.59213018
2021-08-26,84320133.04537697
2021-08-27,82014506.25465462
2021-08-30,85637644.11077024
2021-08-31,83002641.15131012
2021-09-01,86955136.0048371
2021-09-02,86955136.0048371
2021-09-03,89260769.18600158
2021-09-06,89919508.74259287
2021-09-07,88602036.01985243
2021-09-08,87613875.56142838
2021-09-09,89919508.74259287
2021-09-10,88931399.40770593
2021-09-13,88272640.67978823
2021-09-14,91237026.19842827
2021-09-15,91566408.7576082
2021-09-16,91566408.7576082
2021-09-17,87943277.29193473
2021-09-20,86955136.0048371
2021-09-21,88602036.01985243
2021-09-22,92225141.92375734
2021-09-23,93213270.4299707
2021-09-24,98812652.51762874
2021-09-27,99471411.24554645
2021-09-28,114622689.44571593
2021-09-29,113305197.55164908
2021-09-30,115940206.90155135
2021-10-01,117257698.7956182
2021-10-04,122527691.93365419
2021-10-05,120551460.48299605
2021-10-06,122857080.88327624
2021-10-07,114293313.27697815
2021-10-08,119563319.19589841
2021-10-11,126150817.00888552
2021-10-12,124174585.55822738
2021-10-13,122527691.93365419
2021-10-14,122198328.54580069
2021-10-15,122527691.93365419
2021-10-18,123515846.00163609
2021-10-19,122198328.54580069
2021-10-21,115610817.95192929
2021-10-22,114293313.27697815
2021-10-25,114952052.83356944
2021-10-26,116269544.7276363
2021-10-27,113963924.32735609
2021-10-28,107376413.7334847
2021-10-29,110670175.42086254
2021-11-01,110999564.37048459
2021-11-02,108364542.23969805
2021-11-03,110340799.25212476
2021-11-04,110340799.25212476
2021-11-05,108364542.23969805
2021-11-08,111658303.92707588
2021-11-09,112317069.04543573
2021-11-10,111328914.97745383
2021-11-11,110999564.37048459
2021-11-12,110999564.37048459
2021-11-15,106058915.4489757
2021-11-16,106388317.17948204
2021-11-17,108035178.85184455
2021-11-18,107047050.3456312
2021-11-19,108364542.23969805
2021-11-22,108035178.85184455
2021-11-23,112317069.04543573
2021-11-24,111658303.92707588
2021-11-25,114952052.83356944
2021-11-26,109023307.3580579
2021-11-29,111328914.97745383
2021-11-30,111987692.87669794
2021-12-01,115610817.95192929
2021-12-02,119233943.02716063
2021-12-03,119563319.19589841
2021-12-06,125821453.62103201
2021-12-07,125492077.45229423
2021-12-08,126809569.34636109
2021-12-09,127468334.46472093
2021-12-10,126480205.95850758
2021-12-13,126480205.95850758
2021-12-14,126480205.95850758
2021-12-15,133067716.55237898
2021-12-16,134385221.22733012
2021-12-17,135043973.5648057
2021-12-20,135043973.5648057
2021-12-21,139655239.92713466
2021-12-22,141631471.3777928
2021-12-23,141631471.3777928
2021-12-24,146242737.74012175
2021-12-27,143607753.95198804
2021-12-28,151512756.4399263
2021-12-29,152171508.77740186
2021-12-30,159261103.62926462
2022-01-03,167755010.92209715
2022-01-04,162800232.73301852
2022-01-05,158553259.91527584
2022-01-06,162800232.73301852
2022-01-07,172001970.95895556
2022-01-10,169878503.72141063
2022-01-11,165631530.90366796
2022-01-12,163508063.66612303
2022-01-13,161384545.305041
2022-01-14,160676752.71458933
2022-01-17,159968947.34325337
2022-01-18,157137636.39171967
2022-01-19,157845416.20128706
2022-01-20,163508063.66612303
2022-01-21,163508063.66612303
2022-01-24,160676752.71458933
2022-01-25,156429805.45861518
2022-01-26,156429805.45861518
2022-01-27,163508063.66612303
2022-01-28,161384545.305041
2022-01-31,158553259.91527584
2022-02-02,156429805.45861518
2022-02-03,157137636.39171967
2022-02-04,154306299.87841743
2022-02-07,155721961.7446264
2022-02-08,155721961.7446264
2022-02-09,156429805.45861518
2022-02-10,152890650.79309273
2022-02-11,153598494.50708148
2022-02-14,157845416.20128706
2022-02-15,162092401.79991403
2022-02-16,158553259.91527584
2022-02-17,157137636.39171967
2022-02-18,158553259.91527584
2022-02-21,157137636.39171967
2022-02-22,157845416.20128706
2022-02-23,164215843.4756904
2022-02-24,175541125.62447804
2022-02-25,173417632.82516456
2022-03-01,182619409.39375442
2022-03-02,184742889.4121836
2022-03-04,215179427.8224127
2022-03-07,229335969.79919693
2022-03-08,220842024.16371155
2022-03-09,218010777.11659926
2022-03-10,210932467.7855543
2022-03-11,212348129.6517633
2022-03-14,197483782.30364314
2022-03-15,191821134.83880717
2022-03-16,199607223.9794195
2022-03-17,193944602.07635212
2022-03-18,192528952.99102738
2022-03-21,192528952.99102738
2022-03-22,198191613.23674762
2022-03-23,198191613.23674762
2022-03-24,203854196.7971622
2022-03-25,199607223.9794195
2022-03-28,202438534.9309532
2022-03-29,196068094.87566558
2022-03-30,189697642.0394937
2022-03-31,190405460.1917139
2022-04-01,198899405.82719928
2022-04-04,198899405.82719928
2022-04-05,212348129.6517633
2022-04-06,217302869.4981891
2022-04-07,215887258.7555172
2022-04-08,223673347.89612955
2022-04-11,222257711.5916891
2022-04-12,222257711.5916891
2022-04-13,237122058.93980926
2022-04-14,234290786.3309284
2022-04-18,232875098.90295085
2022-04-19,231459462.5985104
2022-04-20,228628164.427861
2022-04-21,231459462.5985104
2022-04-22,227212528.12342057
2022-04-25,227212528.12342057
2022-04-26,223673347.89612955
2022-04-27,224381178.82923403
2022-04-28,236414228.00670478
2022-05-09,223673347.89612955
2022-05-10,218718556.92616662
2022-05-11,222965542.5247936
2022-05-12,222965542.5247936
2022-05-13,227212528.12342057
2022-05-17,238422053.80329904
2022-05-18,236200684.9921818
2022-05-19,230277230.80276152
2022-05-20,245086032.4278079
2022-05-23,233238945.1165874
2022-05-24,236941158.30373326
2022-05-25,229536757.49121007
2022-05-27,233979392.86637026
2022-05-30,226574992.05384707
2022-05-31,242124241.42867634
2022-06-02,246566902.36560512
2022-06-03,260635281.80263716
2022-06-06,256192620.86570838
2022-06-07,270260974.74097186
2022-06-08,268780130.3649432
2022-06-09,266558787.11559457
2022-06-10,253971277.61635974
2022-06-13,236200684.9921818
2022-06-14,241383793.67889345
2022-06-15,225094096.55428132
2022-06-16,226574992.05384707
2022-06-17,216208800.24219236
2022-06-20,216949247.99197525
2022-06-21,224353674.366267
2022-06-22,224353674.366267
2022-06-23,217689670.17998958
2022-06-24,219911013.42933822
2022-06-27,219170565.67955533
2022-06-28,218430117.92977247
2022-06-29,212506599.83593076
2022-06-30,211766152.08614787
2022-07-01,201399973.05537742
2022-07-04,205102173.46163902
2022-07-05,213247047.58571365
2022-07-06,205102173.46163902
2022-07-07,205102173.46163902
2022-07-08,209544834.39856777
2022-07-11,209544834.39856777
2022-07-12,216208800.24219236
2022-07-13,216949247.99197525
2022-07-14,216949247.99197525
2022-07-15,204361725.71185613
2022-07-18,206583107.30385762
2022-07-19,218430117.92977247
2022-07-20,223613226.6164841
2022-07-21,223613226.6164841
2022-07-22,224353674.366267
2022-07-25,229536757.49121007
2022-07-26,233979392.86637026
2022-07-27,242864689.17845923
2022-07-28,242864689.17845923
2022-07-29,240643345.9291106
2022-08-01,248047772.30340233
2022-08-02,235460288.36593604
2022-08-03,245086032.4278079
2022-08-04,236200684.9921818
2022-08-05,231758075.17879018
2022-08-08,228055887.55341285
2022-08-09,231758075.17879018
2022-08-10,232498497.3668045
2022-08-11,233238945.1165874
2022-08-12,236200684.9921818
2022-08-15,233979392.86637026
2022-08-16,233238945.1165874
2022-08-18,240643345.9291106
2022-08-19,240643345.9291106
2022-08-22,233238945.1165874
2022-08-23,248047772.30340233
2022-08-24,252490407.67856252
2022-08-25,252490407.67856252
2022-08-26,252490407.67856252
2022-08-29,256192620.86570838
2022-08-30,262116126.17866582
2022-08-31,262116126.17866582
2022-09-01,273963187.92811775
2022-09-02,279886744.3646123
2022-09-05,298397759.17680454
2022-09-06,299138206.9265874
2022-09-07,297657311.4270216
2022-09-08,291733806.1140642
2022-09-09,292474253.86384714
2022-09-12,293955098.2398758
2022-09-13,296916889.2390073
2022-09-14,296916889.2390073
2022-09-15,300619102.4261532
2022-09-16,290993332.80251276
2022-09-19,289512462.8647156
2022-09-20,288031592.9269184
2022-09-21,289512462.8647156
2022-09-22,303580867.86351615
2022-09-23,299878654.6763703
2022-09-26,285810249.6775697
2022-09-27,289512462.8647156
2022-09-28,286550697.4273526
2022-09-29,292474253.86384714
2022-09-30,293214676.05186146
2022-10-03,293214676.05186146
2022-10-04,305061737.8013134
2022-10-05,302099997.92571896
2022-10-06,303580867.86351615
2022-10-07,306542607.7391106
2022-10-10,290252910.61449844
2022-10-11,290993332.80251276
2022-10-12,296176441.48922443
2022-10-13,297657311.4270216
2022-10-14,292474253.86384714
2022-10-17,293214676.05186146
2022-10-18,285810249.6775697
2022-10-19,284329405.30154103
2022-10-20,296176441.48922443
2022-10-21,293214676.05186146
2022-10-24,290252910.61449844
2022-10-25,287291145.17713547
2022-10-26,290993332.80251276
2022-10-27,294695571.55142725
2022-10-28,289512462.8647156
2022-10-31,294695571.55142725
2022-11-01,277665401.11526364
2022-11-02,276924953.3654807
2022-11-03,277665401.11526364
2022-11-04,277665401.11526364
2022-11-07,283588957.55175817
2022-11-08,278405848.8650465
2022-11-09,269520578.1147261
2022-11-10,257673490.8035056
2022-11-11,258413964.11505705
2022-11-14,259154411.86483994
2022-11-15,259894808.4910857
2022-11-16,264337469.42801446
2022-11-17,265818364.92758024
2022-11-18,265818364.92758024
2022-11-21,262806277.75884348
2022-11-22,268077459.79029384
2022-11-23,267324416.93656605
2022-11-24,271089563.80826545
2022-11-25,270336504.1053028
2022-11-28,271842606.66199327
2022-11-29,270336504.1053028
2022-11-30,280125859.01294553
2022-12-01,271089563.80826545
2022-12-02,269124066.863038
2022-12-05,265344227.45853812
2022-12-06,262320345.8253973
2022-12-07,255516641.63699153
2022-12-08,257028574.0289445
2022-12-09,259296497.89072624
2022-12-12,263076337.2952261
2022-12-13,263076337.2952261
2022-12-14,260808447.13191408
2022-12-15,257028574.0289445
2022-12-16,260052455.6620853
2022-12-19,261564388.05403826
2022-12-20,258270141.9379092
2022-12-21,258270141.9379092
2022-12-22,258928977.5140541
2022-12-23,251022768.63923645
2022-12-26,250363933.06309155
2022-12-27,247069641.45669276
2022-12-28,247069641.45669276
2022-12-29,250363933.06309155
2022-12-30,253658201.92435548
2023-01-02,253043560.14522946
2023-01-03,248109549.02216074
2023-01-04,232602734.90440702
2023-01-05,218505573.26428768
2023-01-06,221325014.6903655
2023-01-09,213571584.8863538
2023-01-10,221325014.6903655
2023-01-11,224144433.37130845
2023-01-12,217800701.5352008
2023-01-13,221325014.6903655
2023-01-16,218505573.26428768
2023-01-17,221325014.6903655
2023-01-18,220660397.42736644
2023-01-19,221325014.6903655
2023-01-20,220660397.42736644
2023-01-24,218666471.56980103
2023-01-25,218001839.4930883
2023-01-26,225312851.5917827
2023-01-27,231294629.16447896
2023-01-30,231294629.16447896
2023-01-31,225312851.5917827
2023-02-01,225977483.6684954
2023-02-02,224648204.70135632
2023-02-03,231294629.16447896
2023-02-06,231959276.0549053
2023-02-07,235282480.8796098
2023-02-08,234617804.36175612
2023-02-09,236611745.0330352
2023-02-10,234617804.36175612
2023-02-13,235947098.14260885
2023-02-14,237941024.00017425
2023-02-15,235947098.14260885
2023-02-16,231294629.16447896
2023-02-17,231959276.0549053
2023-02-20,232623893.31790435
2023-02-21,231294629.16447896
2023-02-22,230629967.46033895
2023-02-23,231959276.0549053
2023-02-24,230629967.46033895
2023-02-27,233288540.20833072
2023-02-28,232623893.31790435
2023-03-01,228636056.41648716
2023-03-02,229300718.12062716
2023-03-03,225312851.5917827
2023-03-06,223318940.54793093
2023-03-07,223983587.43835726
2023-03-08,227971424.33977446
2023-03-09,227971424.33977446
2023-03-10,224648204.70135632
2023-03-13,227306792.26306176
2023-03-14,221325014.6903655
2023-03-15,221325014.6903655
2023-03-16,220660397.42736644
2023-03-17,222654278.84379092
2023-03-20,223318940.54793093
2023-03-21,225977483.6684954
2023-03-24,234617804.36175612
2023-03-27,231294629.16447896
2023-03-28,230629967.46033895
2023-03-29,238629461.71472582
2023-03-30,239307411.3200117
2023-03-31,237273606.94529498
2023-04-03,238629461.71472582
2023-04-04,237951541.73686722
2023-04-05,236595716.59486368
2023-04-06,237273606.94529498
2023-04-10,238629461.71472582
2023-04-11,239307411.3200117
2023-04-12,241341156.4398738
2023-04-13,242019091.23144606
2023-04-14,244052865.9787355
2023-04-17,244730815.5840214
2023-04-18,247442465.86802846
2023-04-26,249476240.61531788
2023-04-27,248120415.47331434
2023-04-28,245408750.37559363
2023-05-02,245408750.37559363
2023-05-03,242019091.23144606
2023-05-04,244052865.9787355
2023-05-05,244052865.9787355
2023-05-08,244052865.9787355
2023-05-09,242019091.23144606
2023-05-10,242019091.23144606
2023-05-11,239307411.3200117
2023-05-12,238629461.71472582
2023-05-15,237951541.73686722
2023-05-16,235917766.9895778
2023-05-17,237951541.73686722
2023-05-19,244052865.9787355
2023-05-22,244052865.9787355
2023-05-23,247442465.86802846
2023-05-24,244730815.5840214
2023-05-25,245408750.37559363
2023-05-26,248120415.47331434
2023-05-29,248120415.47331434
2023-05-30,250832139.82588968
2023-05-31,245408750.37559363
2023-06-05,249476240.61531788
2023-06-06,248120415.47331434
2023-06-07,246764560.7038835
2023-06-08,247442465.86802846
2023-06-09,246764560.7038835
2023-06-12,248120415.47331434
2023-06-13,248120415.47331434
2023-06-14,246086670.35345224
2023-06-15,245408750.37559363
2023-06-16,245408750.37559363
2023-06-19,244052865.9787355
2023-06-20,245408750.37559363
2023-06-21,247442465.86802846
2023-06-22,245408750.37559363
2023-06-23,245408750.37559363
2023-06-26,246086670.35345224
2023-06-27,248120415.47331434
2023-07-03,246086670.35345224
2023-07-04,245408750.37559363
2023-07-05,245408750.37559363
2023-07-06,246086670.35345224
2023-07-07,244730815.5840214
2023-07-10,245408750.37559363
2023-07-11,244730815.5840214
2023-07-12,248798335.45117295
2023-07-13,247442465.86802846
2023-07-14,249476240.61531788
2023-07-17,248798335.45117295
2023-07-18,248120415.47331434
2023-07-20,248120415.47331434
2023-07-21,248120415.47331434
2023-07-24,246764560.7038835
2023-07-25,248120415.47331434
2023-07-26,253543790.10989672
2023-07-27,250154205.03431743
2023-07-28,247442465.86802846
2023-07-31,247442465.86802846
2023-08-01,247442465.86802846
2023-08-02,249476240.61531788
2023-08-03,250832139.82588968
2023-08-04,248120415.47331434
2023-08-07,251510074.61746192
2023-08-08,249476240.61531788
2023-08-09,254899659.6930412
2023-08-10,254899659.6930412
2023-08-11,254899659.6930412
2023-08-14,253543790.10989672
2023-08-15,252187979.78160685
2023-08-16,252187979.78160685
2023-08-18,250832139.82588968
2023-08-21,248798335.45117295
2023-08-22,252187979.78160685
2023-08-23,252187979.78160685
2023-08-24,249476240.61531788
2023-08-25,251510074.61746192
2023-08-28,249476240.61531788
2023-08-29,250832139.82588968
2023-08-30,249476240.61531788
2023-08-31,248798335.45117295
2023-09-01,250154205.03431743
2023-09-04,250154205.03431743
2023-09-05,250154205.03431743
2023-09-06,248120415.47331434
2023-09-07,248798335.45117295
2023-09-08,247442465.86802846
2023-09-11,247442465.86802846
2023-09-12,246764560.7038835
2023-09-13,246086670.35345224
2023-09-14,246764560.7038835
2023-09-15,244052865.9787355
2023-09-18,244052865.9787355
2023-09-19,246086670.35345224
2023-09-20,248120415.47331434
2023-09-21,247442465.86802846
2023-09-22,246086670.35345224
2023-09-25,244052865.9787355
2023-09-26,242697040.83673197
2023-09-27,240663236.46201524
2023-09-29,239307411.3200117
2023-10-02,246086670.35345224
2023-10-03,249476240.61531788
2023-10-04,249476240.61531788
2023-10-05,246086670.35345224
2023-10-06,244730815.5840214
2023-10-09,245408750.37559363
2023-10-10,242019091.23144606
2023-10-11,242019091.23144606
2023-10-12,245408750.37559363
2023-10-13,246086670.35345224
2023-10-16,246764560.7038835
2023-10-17,242697040.83673197
2023-10-18,239985316.48415664
2023-10-19,237273606.94529498
2023-10-20,243374931.18716326
2023-10-23,239985316.48415664
2023-10-24,237951541.73686722
2023-10-25,240663236.46201524
2023-10-26,236595716.59486368
2023-10-27,235917766.9895778
2023-10-30,239985316.48415664
2023-10-31,237273606.94529498
2023-11-01,233206101.8918571
2023-11-02,239985316.48415664
2023-11-03,241341156.4398738
2023-11-06,245408750.37559363
2023-11-07,243374931.18716326
2023-11-08,244052865.9787355
2023-11-09,244052865.9787355
2023-11-10,239307411.3200117
2023-11-13,240663236.46201524
2023-11-14,242019091.23144606
2023-11-15,245408750.37559363
2023-11-16,246086670.35345224
2023-11-17,246086670.35345224
2023-11-20,240663236.46201524
2023-11-21,237951541.73686722
2023-11-22,240663236.46201524
2023-11-23,242019091.23144606
2023-11-24,242019091.23144606
2023-11-27,240663236.46201524
2023-11-28,240663236.46201524
2023-11-29,241341156.4398738
2023-11-30,243374931.18716326
2023-12-01,242697040.83673197
2023-12-04,243173820.2106231
2023-12-05,238424332.29074943
2023-12-06,240324121.92825732
2023-12-07,240324121.92825732
2023-12-08,243173820.2106231
2023-12-11,243173820.2106231
2023-12-12,242223966.87018096
2023-12-13,232724935.72601786
2023-12-14,236524570.3054494
2023-12-15,239374240.9356073
2023-12-18,238424332.29074943
2023-12-19,246973399.4856389
2023-12-20,245073637.50033885
2023-12-21,246973399.4856389
2023-12-22,246023518.49298885
2023-12-27,246023518.49298885
2023-12-28,245073637.50033885
2023-12-29,245071591.23695624
