Date,C_Obj,C_Pen,Penalty_A_Target
2021-01-04,-0.21369630528405736,2.5,6.795790545596741
2021-02-02,-0.11948482757736417,2.5,6.795790545596741
2021-03-04,-0.07738575943142395,2.5,6.795790545596741
2021-04-06,-0.11943529463756257,2.5,6.795790545596741
2021-05-05,-0.10388373417921627,2.5,6.795790545596741
2021-06-10,-0.023709922228256262,2.5,6.795790545596741
2021-07-09,0.06358367822154447,2.5,6.795790545596741
2021-08-10,0.005521425220489462,2.5,6.795790545596741
2021-09-10,-0.06320302733294655,2.5,6.795790545596741
2021-10-11,-0.15748808758159202,2.5,6.795790545596741
2021-11-10,-0.16685566044793024,2.5,6.795790545596741
2021-12-09,-0.11457817996530505,2.5,6.795790545596741
2022-01-10,-0.19400731972712157,2.5,6.795790545596741
2022-02-09,-0.18704915739341463,2.5,6.795790545596741
2022-03-14,-0.1862715222035432,2.5,6.795790545596741
2022-04-12,-0.15684803324651034,2.5,6.795790545596741
2022-05-23,-0.1728582440318122,2.5,6.795790545596741
2022-06-23,-0.19947729501252717,2.5,6.795790545596741
2022-07-22,-0.1790123776366803,2.5,6.795790545596741
2022-08-23,-0.20733801400890092,2.5,6.795790545596741
2022-09-21,-0.24422687107334862,2.5,6.795790545596741
2022-10-20,-0.1957163224812629,2.5,6.795790545596741
2022-11-18,-0.17879726149095126,2.5,6.795790545596741
2022-12-19,-0.10556593748857515,2.5,6.795790545596741
2023-01-17,-0.10095984586227648,2.5,6.795790545596741
2023-02-16,-0.08297741548465348,2.5,6.795790545596741
2023-03-17,0.03385783264823947,2.5,6.795790545596741
2023-04-27,-0.019161804730176635,2.5,6.795790545596741
2023-05-30,-0.008236671573715076,2.5,6.795790545596741
2023-07-05,-0.04289596625587552,2.5,6.795790545596741
2023-08-04,-0.10972706492373055,2.5,6.795790545596741
2023-09-05,-0.08783160757751145,2.5,6.795790545596741
2023-10-05,-0.08813792853943093,2.5,6.795790545596741
2023-11-03,0.024512336524940476,2.5,6.795790545596741
2023-12-04,-0.023727788873638907,2.5,6.795790545596741
