Date,ADRO.JK,AMRT.JK,ASII.JK,BBCA.JK,BMRI.JK,ICBP.JK,KLBF.JK,SMGR.JK,TLKM.JK,UNTR.JK
2020-06-17,318.7595520019531,743.2169799804688,3192.224609375,4818.7763671875,1822.9168701171875,7835.47021484375,1285.6361083984375,8281.8388671875,2351.719970703125,9626.1015625
2020-06-18,306.84332275390625,743.2169799804688,3083.03369140625,4705.046875,1793.155029296875,7660.37548828125,1267.655029296875,8023.7021484375,2403.00390625,9598.9111328125
2020-06-19,309.8224182128906,743.2169799804688,3140.8408203125,4696.62158203125,1815.4764404296875,7813.5830078125,1312.6075439453125,8174.28173828125,2403.00390625,9707.6787109375
2020-06-22,306.84332275390625,743.2169799804688,3140.8408203125,4667.13720703125,1789.434814453125,7966.7900390625,1321.597900390625,8238.814453125,2344.393798828125,9625.0966796875
2020-06-23,299.3957214355469,738.5131225585938,3147.263916015625,4734.53173828125,1781.9945068359375,7813.5830078125,1290.13134765625,8217.3046875,2293.110595703125,9440.0
2020-06-24,311.31195068359375,747.9208374023438,3211.493408203125,4806.1396484375,1915.923095703125,7944.9033203125,1312.6075439453125,8152.7705078125,2329.741455078125,9525.4287109375
2020-06-25,299.3957214355469,747.9208374023438,3249.29150390625,4822.9892578125,1869.419921875,7857.35693359375,1308.1121826171875,8131.2587890625,2315.089111328125,9383.0458984375
2020-06-26,302.3747253417969,738.5131225585938,3249.29150390625,4755.5927734375,1860.1195068359375,8076.224609375,1299.121826171875,8174.28173828125,2337.067626953125,9383.0458984375
2020-06-29,299.3957214355469,743.2169799804688,3182.979248046875,4780.8662109375,1837.798095703125,8229.431640625,1294.626708984375,8152.7705078125,2329.741455078125,9511.1923828125
2020-06-30,296.4165954589844,747.9208374023438,3182.979248046875,4797.71533203125,1841.5181884765625,8185.658203125,1312.6075439453125,8317.2412109375,2348.27197265625,9425.7607421875
2020-07-01,311.31195068359375,747.9208374023438,3189.611083984375,4886.17138671875,1856.3992919921875,8054.337890625,1317.1026611328125,8338.84375,2340.57275390625,9682.048828125
2020-07-02,312.801513671875,747.9208374023438,3229.398193359375,4945.142578125,1860.1195068359375,8360.751953125,1344.07421875,8317.2412109375,2417.5654296875,9767.48046875
2020-07-03,309.8224182128906,743.2169799804688,3216.13525390625,4945.142578125,1860.1195068359375,8251.318359375,1344.07421875,8446.859375,2402.166748046875,9767.48046875
2020-07-06,317.2700500488281,747.9208374023438,3209.504150390625,4999.9013671875,1888.02099609375,8251.318359375,1375.5406494140625,8598.0810546875,2348.27197265625,9810.1953125
2020-07-07,312.801513671875,743.2169799804688,3202.87353515625,5046.236328125,1878.7205810546875,8316.9794921875,1362.05517578125,8360.447265625,2402.166748046875,9867.1484375
2020-07-08,317.2700500488281,743.2169799804688,3255.922119140625,5223.1494140625,1962.426025390625,8273.2060546875,1366.55029296875,8403.65234375,2425.2646484375,10507.873046875
2020-07-09,326.2072448730469,738.5131225585938,3249.29150390625,5138.9052734375,1953.1253662109375,8185.658203125,1375.5406494140625,8209.2236328125,2394.467529296875,10507.873046875
2020-07-10,323.2281799316406,733.8092651367188,3202.87353515625,5223.1494140625,1925.2236328125,8076.224609375,1321.597900390625,8144.41455078125,2394.467529296875,10208.8671875
2020-07-13,344.0816345214844,729.1052856445312,3249.29150390625,5202.087890625,1953.1253662109375,8098.111328125,1312.6075439453125,8079.60498046875,2379.069091796875,10536.3486328125
2020-07-14,344.0816345214844,729.1052856445312,3282.447509765625,5223.1494140625,1971.726318359375,8273.2060546875,1353.064453125,8338.84375,2371.369873046875,10436.6796875
2020-07-15,336.6339416503906,714.99365234375,3415.07177734375,5181.02685546875,1962.426025390625,8273.2060546875,1357.5599365234375,8166.017578125,2379.069091796875,10393.966796875
2020-07-16,330.6758117675781,705.5858154296875,3481.384033203125,5206.2998046875,1962.426025390625,8382.640625,1335.0836181640625,8122.81103515625,2386.768310546875,10436.6796875
2020-07-17,344.0816345214844,700.8818359375,3448.226806640625,5155.75341796875,1925.2236328125,8119.998046875,1317.1026611328125,8079.60498046875,2355.971435546875,10507.873046875
2020-07-20,336.6339416503906,710.2896728515625,3381.916015625,5172.60205078125,1897.32177734375,8163.77197265625,1335.0836181640625,8166.017578125,2355.971435546875,10479.39453125
2020-07-21,338.1235046386719,705.5858154296875,3564.274658203125,5223.1494140625,1971.726318359375,8163.77197265625,1366.55029296875,8187.62060546875,2355.971435546875,11006.2119140625
2020-07-22,335.1444091796875,705.5858154296875,3514.539794921875,5206.2998046875,2018.2294921875,8207.5458984375,1415.9979248046875,8295.63671875,2363.670654296875,11390.646484375
2020-07-23,336.6339416503906,705.5858154296875,3431.649658203125,5223.1494140625,2120.535888671875,8229.431640625,1451.959716796875,8166.017578125,2363.670654296875,11433.36328125
2020-07-24,324.7177429199219,700.8818359375,3348.759521484375,5138.9052734375,2083.33349609375,8220.47265625,1411.5025634765625,8014.79541015625,2325.17431640625,11077.4052734375
2020-07-27,330.6758117675781,705.5858154296875,3398.493408203125,5138.9052734375,2185.640380859375,8063.6787109375,1393.5216064453125,8101.2080078125,2340.57275390625,11960.181640625
2020-07-28,324.7177429199219,705.5858154296875,3431.649658203125,5210.51220703125,2176.33984375,8108.4765625,1362.05517578125,8122.81103515625,2325.17431640625,12301.8984375
2020-07-29,323.2281799316406,700.8818359375,3365.337158203125,5168.390625,2120.535888671875,8175.673828125,1371.04541015625,8187.62060546875,2309.77587890625,12244.9462890625
2020-07-30,323.2281799316406,696.1778564453125,3415.07177734375,5256.8466796875,2157.738525390625,8242.87109375,1407.0074462890625,7971.587890625,2348.27197265625,12159.5166015625
2020-08-03,306.84332275390625,677.3623046875,3236.029296875,5164.177734375,2046.13134765625,8332.466796875,1402.5120849609375,7885.1748046875,2248.181884765625,11646.9365234375
2020-08-04,308.3328857421875,700.8818359375,3289.07861328125,5231.57275390625,2074.032958984375,8982.0419921875,1415.9979248046875,7949.98583984375,2271.279541015625,11646.9365234375
2020-08-05,312.801513671875,710.2896728515625,3348.759521484375,5227.361328125,2120.535888671875,9452.4228515625,1451.959716796875,8166.017578125,2325.17431640625,12259.1845703125
2020-08-06,332.1653747558594,686.7701416015625,3464.8056640625,5273.69580078125,2148.437744140625,9250.83203125,1438.473876953125,8295.63671875,2325.17431640625,13540.6328125
2020-08-07,326.2072448730469,691.4739990234375,3497.961181640625,5206.2998046875,2157.738525390625,9116.4365234375,1420.4931640625,8360.447265625,2294.377197265625,14067.44921875
2020-08-10,339.6130065917969,682.0662231445312,3398.493408203125,5155.75341796875,2157.738525390625,9116.4365234375,1447.46435546875,8295.63671875,2286.677978515625,14110.1650390625
2020-08-11,342.59210205078125,686.7701416015625,3464.8056640625,5202.087890625,2222.84228515625,9138.8359375,1438.473876953125,8295.63671875,2255.881103515625,13825.3994140625
2020-08-12,333.6549072265625,682.0662231445312,3580.8515625,5273.69580078125,2287.947021484375,9094.0380859375,1451.959716796875,8511.6689453125,2271.279541015625,13398.2490234375
2020-08-13,332.1653747558594,682.0662231445312,3580.8515625,5307.392578125,2250.744384765625,9183.6337890625,1460.9500732421875,8403.65234375,2317.47509765625,13270.103515625
2020-08-14,332.1653747558594,682.0662231445312,3564.274658203125,5395.8505859375,2241.44384765625,9116.4365234375,1460.9500732421875,8209.2236328125,2332.87353515625,13141.958984375
2020-08-18,332.1653747558594,682.0662231445312,3564.274658203125,5357.939453125,2287.947021484375,9138.8359375,1456.4549560546875,8425.255859375,2348.27197265625,13440.9638671875
2020-08-19,332.1653747558594,677.3623046875,3514.539794921875,5332.6669921875,2269.345703125,9049.2392578125,1442.96923828125,8252.431640625,2309.77587890625,13369.7724609375
2020-08-24,326.2072448730469,682.0662231445312,3514.539794921875,5320.02978515625,2232.143310546875,9161.234375,1438.473876953125,8382.0498046875,2309.77587890625,13099.244140625
2020-08-25,327.6967468261719,710.2896728515625,3514.539794921875,5362.15185546875,2325.14892578125,9340.427734375,1456.4549560546875,8900.52734375,2294.377197265625,13412.4873046875
2020-08-26,330.6758117675781,682.0662231445312,3547.695556640625,5341.09033203125,2362.351806640625,9273.23046875,1429.4835205078125,9030.146484375,2325.17431640625,13241.626953125
2020-08-27,335.1444091796875,677.3623046875,3514.539794921875,5560.12646484375,2343.75048828125,9273.23046875,1451.959716796875,9224.57421875,2302.07666015625,13398.2490234375
2020-08-28,341.1025695800781,677.3623046875,3531.117919921875,5471.67041015625,2315.8486328125,9250.83203125,1447.46435546875,9202.9716796875,2278.978759765625,13341.294921875
2020-08-31,323.2281799316406,672.658447265625,3381.916015625,5286.33203125,2213.5419921875,9161.234375,1420.4931640625,9116.5595703125,2201.986328125,13099.244140625
2020-09-01,339.6130065917969,663.2506103515625,3481.384033203125,5492.7314453125,2278.646240234375,9161.234375,1433.9786376953125,9505.4169921875,2232.783203125,13384.009765625
2020-09-02,361.95599365234375,658.5466918945312,3514.539794921875,5421.123046875,2260.044921875,9138.8359375,1438.473876953125,9246.1787109375,2271.279541015625,13298.5810546875
2020-09-03,358.97686767578125,658.5466918945312,3431.649658203125,5475.8818359375,2222.84228515625,9161.234375,1433.9786376953125,9094.9560546875,2232.783203125,13327.056640625
2020-09-04,358.97686767578125,663.2506103515625,3348.759521484375,5374.78857421875,2204.2412109375,9228.431640625,1429.4835205078125,8943.734375,2201.986328125,13156.1982421875
2020-09-07,372.38275146484375,667.9544067382812,3332.181884765625,5294.75634765625,2176.33984375,9250.83203125,1438.473876953125,9138.1630859375,2232.783203125,13184.67578125
2020-09-08,369.4036560058594,658.5466918945312,3398.493408203125,5336.87890625,2222.84228515625,9250.83203125,1420.4931640625,8814.1142578125,2201.986328125,13184.67578125
2020-09-09,357.4873962402344,658.5466918945312,3249.29150390625,5261.05810546875,2148.437744140625,9206.033203125,1398.016845703125,8727.701171875,2155.790771484375,12899.9072265625
2020-09-10,333.6549072265625,649.1388549804688,3023.83056640625,4894.595703125,1999.628173828125,8937.2431640625,1330.5885009765625,8122.81103515625,2078.798095703125,12187.9921875
2020-09-11,351.52923583984375,653.8428344726562,3070.248779296875,4974.6279296875,2036.8306884765625,9183.6337890625,1415.9979248046875,8122.81103515625,2163.489990234375,13056.529296875
2020-09-14,357.4873962402344,663.2506103515625,3176.348388671875,5096.7822265625,2139.13720703125,9452.4228515625,1429.4835205078125,8511.6689453125,2225.083984375,13099.244140625
2020-09-15,354.50830078125,658.5466918945312,3196.241943359375,4936.71826171875,2111.235595703125,9318.029296875,1389.0263671875,8317.2412109375,2178.888427734375,13597.583984375
2020-09-16,341.1025695800781,649.1388549804688,3169.71728515625,4844.05029296875,2101.934814453125,9362.826171875,1384.5311279296875,8122.81103515625,2148.091552734375,13683.0146484375
2020-09-17,336.6339416503906,639.7310791015625,3222.766357421875,4848.26171875,2074.032958984375,9138.8359375,1362.05517578125,8036.3984375,2171.189208984375,13327.056640625
2020-09-18,341.1025695800781,639.7310791015625,3169.71728515625,4742.95703125,2074.032958984375,9116.4365234375,1389.0263671875,8058.00146484375,2225.083984375,13554.8720703125
2020-09-21,341.1025695800781,635.0271606445312,3096.774169921875,4721.8955078125,2036.8306884765625,9094.0380859375,1348.5693359375,7949.98583984375,2163.489990234375,13440.9638671875
2020-09-22,345.5711669921875,630.3233032226562,3096.774169921875,4591.31689453125,1971.726318359375,9183.6337890625,1308.1121826171875,7798.76318359375,2140.392333984375,12999.5771484375
2020-09-23,345.5711669921875,630.3233032226562,3070.248779296875,4637.65087890625,1934.524169921875,9273.23046875,1375.5406494140625,7690.74609375,2155.790771484375,13184.67578125
2020-09-24,336.6339416503906,620.9154663085938,3050.355712890625,4587.1044921875,1888.02099609375,9049.2392578125,1362.05517578125,7604.3330078125,2101.89599609375,13028.0537109375
2020-09-25,339.6130065917969,635.0271606445312,3222.766357421875,4726.107421875,1990.3277587890625,9004.44140625,1420.4931640625,7604.3330078125,2071.09912109375,13213.15234375
2020-09-28,336.6339416503906,635.0271606445312,3143.1923828125,4646.07568359375,1915.923095703125,9026.8408203125,1371.04541015625,7885.1748046875,2048.001220703125,12857.1943359375
2020-09-29,347.0606689453125,625.619384765625,3030.461669921875,4637.65087890625,1888.02099609375,9094.0380859375,1357.5599365234375,7863.572265625,2024.903564453125,12899.9072265625
2020-09-30,338.1235046386719,625.619384765625,2957.518310546875,4566.04345703125,1845.2384033203125,9026.8408203125,1393.5216064453125,7928.38232421875,1971.0087890625,12985.3369140625
2020-10-01,351.52923583984375,630.3233032226562,3056.986328125,4692.40966796875,1934.524169921875,9094.0380859375,1447.46435546875,8274.033203125,2117.29443359375,12971.099609375
2020-10-02,339.6130065917969,635.0271606445312,3043.72412109375,4637.65087890625,1934.524169921875,9026.8408203125,1411.5025634765625,8166.017578125,2063.399658203125,12914.1455078125
2020-10-05,335.1444091796875,630.3233032226562,3023.83056640625,4650.28759765625,1990.3277587890625,9049.2392578125,1407.0074462890625,8166.017578125,2040.3017578125,12714.8115234375
2020-10-06,335.1444091796875,644.4349975585938,3063.6171875,4801.927734375,2046.13134765625,9049.2392578125,1407.0074462890625,8144.41455078125,2040.3017578125,12885.669921875
2020-10-07,336.6339416503906,644.4349975585938,3088.2978515625,4848.26171875,2064.73291015625,8959.642578125,1429.4835205078125,8187.62060546875,2048.001220703125,12782.9462890625
2020-10-08,336.6339416503906,644.4349975585938,3168.33935546875,4869.3232421875,2027.5301513671875,9026.8408203125,1438.473876953125,8338.84375,2078.798095703125,12969.4541015625
2020-10-09,332.1653747558594,635.0271606445312,3161.669677734375,4865.11083984375,2064.73291015625,9004.44140625,1411.5025634765625,8101.2080078125,2101.89599609375,12854.681640625
2020-10-12,330.6758117675781,635.0271606445312,3134.988525390625,4932.50634765625,2092.63427734375,8914.8447265625,1420.4931640625,8122.81103515625,2101.89599609375,12912.06640625
2020-10-13,342.59210205078125,635.0271606445312,3161.669677734375,4932.50634765625,2111.235595703125,8892.4462890625,1424.98828125,8079.60498046875,2101.89599609375,12912.06640625
2020-10-14,353.018798828125,630.3233032226562,3215.031005859375,4970.416015625,2148.437744140625,8914.8447265625,1429.4835205078125,8036.3984375,2163.489990234375,12897.7197265625
2020-10-15,344.0816345214844,630.3233032226562,3161.669677734375,4873.53466796875,2083.33349609375,8735.65234375,1402.5120849609375,7863.572265625,2140.392333984375,12452.9716796875
2020-10-16,363.4454650878906,625.619384765625,3288.4033203125,4852.47412109375,2074.032958984375,8735.65234375,1393.5216064453125,7928.38232421875,2117.29443359375,12553.3994140625
2020-10-19,363.4454650878906,630.3233032226562,3335.0947265625,4970.416015625,2120.535888671875,8802.8486328125,1411.5025634765625,7928.38232421875,2086.49755859375,12653.8271484375
2020-10-20,360.46636962890625,635.0271606445312,3451.822509765625,4890.38427734375,2101.934814453125,8713.2529296875,1407.0074462890625,8187.62060546875,2055.700439453125,12782.9462890625
2020-10-21,357.4873962402344,635.0271606445312,3501.849609375,4869.3232421875,2055.431884765625,8690.8525390625,1407.0074462890625,8209.2236328125,2063.399658203125,12782.9462890625
2020-10-22,345.5711669921875,635.0271606445312,3501.849609375,4886.17138671875,2027.5301513671875,8646.0556640625,1420.4931640625,8058.00146484375,2078.798095703125,12711.2138671875
2020-10-23,341.1025695800781,635.0271606445312,3601.90185546875,4860.8994140625,2064.73291015625,8713.2529296875,1424.98828125,8144.41455078125,2024.903564453125,12582.0927734375
2020-10-26,341.1025695800781,635.0271606445312,3601.90185546875,4898.8076171875,2148.437744140625,8758.05078125,1389.0263671875,8295.63671875,2040.3017578125,12467.3193359375
2020-10-27,335.1444091796875,639.7310791015625,3618.5771484375,4877.7470703125,2148.437744140625,8646.0556640625,1371.04541015625,8274.033203125,2017.2042236328125,12122.99609375
2020-11-02,336.6339416503906,649.1388549804688,3601.90185546875,4903.0205078125,2222.84228515625,8735.65234375,1344.07421875,7885.1748046875,1971.0087890625,11735.634765625
2020-11-03,341.1025695800781,649.1388549804688,3668.60302734375,4961.9912109375,2232.143310546875,8713.2529296875,1326.09326171875,7712.349609375,1986.4072265625,11993.876953125
2020-11-04,330.6758117675781,658.5466918945312,3601.90185546875,4903.0205078125,2120.535888671875,8758.05078125,1308.1121826171875,7885.1748046875,1986.4072265625,11821.7158203125
2020-11-05,339.6130065917969,677.3623046875,3668.60302734375,5181.02685546875,2222.84228515625,8870.0458984375,1348.5693359375,8598.0810546875,2132.693115234375,11979.529296875
2020-11-06,339.6130065917969,672.658447265625,3885.38427734375,5307.392578125,2250.744384765625,8847.646484375,1362.05517578125,8943.734375,2178.888427734375,12036.9140625
2020-11-09,336.6339416503906,677.3623046875,3735.305419921875,5294.75634765625,2287.947021484375,8735.65234375,1330.5885009765625,8835.7177734375,2217.384765625,11979.529296875
2020-11-10,339.6130065917969,696.1778564453125,3835.358154296875,5459.03271484375,2371.652099609375,8668.4541015625,1344.07421875,9159.7666015625,2201.986328125,11850.41015625
2020-11-11,358.97686767578125,686.7701416015625,4002.11376953125,5509.58056640625,2371.652099609375,8601.2578125,1321.597900390625,9678.2421875,2371.369873046875,12309.5048828125
2020-11-12,350.03973388671875,667.9544067382812,4002.11376953125,5408.48681640625,2297.247314453125,8758.05078125,1335.0836181640625,9786.259765625,2340.57275390625,12108.6494140625
2020-11-13,347.0606689453125,682.0662231445312,3935.4111328125,5383.21337890625,2325.14892578125,8690.8525390625,1344.07421875,9678.2421875,2302.07666015625,12122.99609375
2020-11-16,355.99786376953125,686.7701416015625,3952.087158203125,5459.03271484375,2306.5478515625,8735.65234375,1339.5787353515625,9462.2119140625,2363.670654296875,12194.7314453125
2020-11-17,351.52923583984375,677.3623046875,3868.709716796875,5518.0048828125,2325.14892578125,9183.6337890625,1348.5693359375,9483.8134765625,2479.159423828125,12079.95703125
2020-11-18,354.50830078125,677.3623046875,3852.033935546875,5534.853515625,2362.351806640625,9206.033203125,1353.064453125,9635.037109375,2448.3623046875,12051.2646484375
2020-11-19,369.4036560058594,672.658447265625,3818.68212890625,5572.76318359375,2353.05078125,9273.23046875,1344.07421875,9635.037109375,2440.6630859375,12338.1982421875
2020-11-20,361.95599365234375,663.2506103515625,3818.68212890625,5560.12646484375,2343.75048828125,9049.2392578125,1344.07421875,9807.8623046875,2479.159423828125,12223.423828125
2020-11-23,384.2989807128906,667.9544067382812,3868.709716796875,5560.12646484375,2380.95263671875,9138.8359375,1344.07421875,10455.9599609375,2556.15185546875,12682.5185546875
2020-11-24,387.2779846191406,667.9544067382812,3868.709716796875,5530.640625,2390.253173828125,9071.6376953125,1335.0836181640625,10131.91015625,2579.24951171875,12869.0283203125
2020-11-25,387.2779846191406,667.9544067382812,3701.955078125,5400.06201171875,2427.455810546875,8959.642578125,1321.597900390625,10283.1328125,2525.35498046875,13901.9931640625
2020-11-26,405.15240478515625,667.9544067382812,3768.656494140625,5459.03271484375,2501.86083984375,9071.6376953125,1339.5787353515625,10304.7373046875,2671.640869140625,14059.8056640625
2020-11-27,414.089599609375,672.658447265625,3701.955078125,5379.0,2473.95849609375,9497.2216796875,1330.5885009765625,10304.7373046875,2663.94140625,14188.9287109375
2020-11-30,414.089599609375,667.9544067382812,3535.199951171875,5227.361328125,2353.05078125,8870.0458984375,1353.064453125,10110.30859375,2486.858642578125,13199.001953125
2020-12-01,414.089599609375,667.9544067382812,3701.955078125,5387.4248046875,2427.455810546875,9049.2392578125,1335.0836181640625,10369.5458984375,2494.557861328125,13873.2998046875
2020-12-02,414.089599609375,672.658447265625,3818.68212890625,5433.76025390625,2473.95849609375,9116.4365234375,1344.07421875,10326.33984375,2563.85107421875,14920.6123046875
2020-12-03,409.6209716796875,667.9544067382812,3751.98095703125,5442.18408203125,2446.056884765625,8982.0419921875,1317.1026611328125,10369.5458984375,2540.75341796875,14977.9990234375
2020-12-04,427.49530029296875,672.658447265625,3802.0078125,5383.21337890625,2455.357421875,8914.8447265625,1331.546630859375,10088.7041015625,2502.25732421875,15207.5478515625
2020-12-07,442.3906555175781,705.5858154296875,3902.060546875,5492.7314453125,2492.56005859375,8914.8447265625,1340.5740966796875,10153.5146484375,2563.85107421875,15480.134765625
2020-12-08,460.2650146484375,696.1778564453125,3802.0078125,5467.45703125,2483.25927734375,8780.44921875,1331.546630859375,10002.291015625,2540.75341796875,15365.361328125
2020-12-10,460.2650146484375,686.7701416015625,3885.38427734375,5555.84423828125,2529.76220703125,8914.8447265625,1336.060302734375,10110.30859375,2509.956298828125,14934.955078125
2020-12-11,457.28594970703125,686.7701416015625,3785.332275390625,5691.04345703125,2520.461669921875,8802.8486328125,1322.5191650390625,9915.87890625,2525.35498046875,15006.6943359375
2020-12-14,467.71270751953125,692.490234375,3785.332275390625,5762.86767578125,2501.86083984375,8802.8486328125,1340.5740966796875,10369.5458984375,2556.15185546875,15724.029296875
2020-12-15,455.79644775390625,697.2333374023438,3968.762451171875,5737.51904296875,2492.56005859375,8690.8525390625,1340.5740966796875,10585.578125,2656.2421875,15250.587890625
2020-12-16,463.2440490722656,697.2333374023438,4085.49072265625,5872.71728515625,2520.461669921875,8758.05078125,1394.7386474609375,10888.0224609375,2779.43017578125,15594.908203125
2020-12-17,443.8801574707031,687.7471923828125,4135.5166015625,5860.04345703125,2557.6640625,8713.2529296875,1390.2249755859375,11168.865234375,2725.535400390625,15566.216796875
2020-12-18,440.901123046875,692.490234375,4135.5166015625,5745.96826171875,2492.56005859375,8690.8525390625,1390.2249755859375,10844.8173828125,2702.437744140625,15279.2822265625
2020-12-21,463.2440490722656,706.7195434570312,4102.16650390625,5771.318359375,2492.56005859375,8758.05078125,1394.7386474609375,10801.611328125,2710.136962890625,16226.1650390625
2020-12-22,437.9220886230469,692.490234375,4052.140625,5674.14306640625,2380.95263671875,8601.2578125,1358.6287841796875,10758.404296875,2586.948974609375,15178.8544921875
2020-12-23,443.8801574707031,725.69189453125,4002.11376953125,5682.59375,2362.351806640625,8534.060546875,1322.5191650390625,10671.9912109375,2556.15185546875,14963.65234375
2020-12-28,448.34881591796875,815.810546875,4052.140625,5729.0673828125,2427.455810546875,8489.26171875,1354.115234375,10844.8173828125,2640.843505859375,15451.44140625
2020-12-29,443.8801574707031,796.838134765625,4035.463623046875,5716.3935546875,2390.253173828125,8332.466796875,1345.087890625,10866.4208984375,2633.144287109375,15207.5478515625
2020-12-30,426.0057678222656,758.8934936523438,4018.7890625,5720.61865234375,2353.05078125,8578.857421875,1336.060302734375,10736.8017578125,2548.452880859375,15264.93359375
2021-01-04,433.45343017578125,758.8934936523438,4152.19287109375,5775.54296875,2418.1552734375,8578.857421875,1331.546630859375,10866.4208984375,2687.0390625,15293.6240234375
2021-01-05,424.5162353515625,744.6642456054688,4118.84130859375,5991.0166015625,2390.253173828125,8466.8623046875,1327.032958984375,10715.1982421875,2671.640869140625,15092.7705078125
2021-01-06,409.6209716796875,739.9210815429688,4102.16650390625,5868.49267578125,2390.253173828125,8444.4638671875,1354.115234375,10391.1494140625,2594.648193359375,14805.8388671875
2021-01-07,418.55816650390625,725.69189453125,4052.140625,5885.3916015625,2408.8544921875,8511.66015625,1340.5740966796875,10628.78515625,2610.046630859375,15379.70703125
2021-01-08,430.474365234375,735.1780395507812,4285.59619140625,5957.216796875,2436.75634765625,8534.060546875,1349.6014404296875,10650.3896484375,2748.633056640625,15652.294921875
2021-01-11,454.3069152832031,739.9210815429688,4352.298828125,6206.48974609375,2548.363525390625,8534.060546875,1588.828369140625,10391.1494140625,2771.731201171875,15236.240234375
2021-01-12,439.4115905761719,725.69189453125,4352.298828125,6050.166015625,2585.56591796875,8444.4638671875,1516.609130859375,10477.5625,2702.437744140625,15049.73046875
2021-01-13,451.3277893066406,754.1503295898438,4519.05322265625,6016.36669921875,2576.26513671875,8354.8662109375,1412.79345703125,10412.7529296875,2679.33984375,15035.3857421875
2021-01-14,445.3697204589844,792.0950927734375,4519.05322265625,5931.86767578125,2548.363525390625,8377.2666015625,1439.875732421875,10304.7373046875,2694.738525390625,15092.7705078125
2021-01-15,433.45343017578125,768.3796997070312,4385.6484375,5876.943359375,2501.86083984375,8399.6650390625,1485.0128173828125,10326.33984375,2679.33984375,15035.3857421875
2021-01-18,428.98480224609375,754.1503295898438,4452.3515625,6016.36669921875,2576.26513671875,8623.6552734375,1498.55419921875,10931.23046875,2656.2421875,15322.3193359375
2021-01-19,421.5372314453125,749.4072875976562,4452.3515625,5995.24169921875,2594.86669921875,8735.65234375,1430.8482666015625,10715.1982421875,2625.445068359375,14877.5732421875
2021-01-20,421.5372314453125,749.4072875976562,4452.3515625,5995.24169921875,2743.67626953125,8668.4541015625,1435.3621826171875,10758.404296875,2671.640869140625,14906.2666015625
2021-01-21,420.04766845703125,758.8934936523438,4535.728515625,5978.341796875,2697.173095703125,8578.857421875,1494.0404052734375,10585.578125,2679.33984375,14863.2236328125
2021-01-22,402.1733093261719,749.4072875976562,4469.02685546875,5982.56689453125,2678.57177734375,8489.26171875,1457.9306640625,10499.1650390625,2610.046630859375,14447.169921875
2021-01-25,385.7884826660156,768.3796997070312,4318.947265625,5944.54150390625,2715.7744140625,8511.66015625,1448.9033203125,10175.1171875,2594.648193359375,13916.3388671875
2021-01-26,375.36175537109375,758.8934936523438,4235.56982421875,5762.86767578125,2743.67626953125,8511.66015625,1394.7386474609375,10153.5146484375,2509.956298828125,13744.177734375
2021-01-27,370.8931579589844,754.1503295898438,4185.54296875,5737.51904296875,2715.7744140625,8511.66015625,1363.1427001953125,10002.291015625,2602.347412109375,13428.5498046875
2021-01-28,357.4873962402344,754.1503295898438,4185.54296875,5830.46728515625,2622.768310546875,8377.2666015625,1367.656494140625,9743.052734375,2494.557861328125,13701.13671875
2021-01-29,357.4873962402344,739.9210815429688,4068.815185546875,5712.16796875,2446.056884765625,8153.275390625,1322.5191650390625,9159.7666015625,2394.467529296875,13112.9228515625
