Date,Depth,Energy,Iterations
2021-01-04,1,-0.18332935939967837,990
2021-01-04,2,6.507198753557024,1030
2021-01-04,3,6.563817846210704,1030
2021-01-04,4,6.637367846063522,1030
2021-01-04,5,27.085376933471732,1030
2021-01-04,6,60.82713509610303,1030
2021-01-04,7,6.720198667872792,1030
2021-01-04,8,6.669391086397334,1030
2021-01-04,9,61.147428858484844,1030
2021-01-04,10,-0.16151543205998786,1010
2021-01-04,11,60.83373163228797,1030
2021-01-04,12,-0.18656255823292,1010
2021-02-02,1,-0.14481188960988547,1400
2021-02-02,2,-0.12123628821429697,1400
2021-02-02,3,-0.10473633902010342,1400
2021-02-02,4,-0.1029952292889468,1290
2021-02-02,5,1.4058721274461405,1400
2021-02-02,6,-0.11953345945389861,1400
2021-02-02,7,-0.12834583039675326,1020
2021-02-02,8,0.9595990562920416,1400
2021-02-02,9,-0.045191889565052656,1400
2021-02-02,10,2.986867368401278,1400
2021-02-02,11,3.2784535987413093,1400
2021-02-02,12,5.044764759012541,1400
2021-03-04,1,13.038790231625327,1400
2021-03-04,2,1.7652775606054272,1400
2021-03-04,3,0.5876755491642872,1400
2021-03-04,4,2.272797318196763,1400
2021-03-04,5,3.9915080946602783,1400
2021-03-04,6,9.35470520518908,1400
2021-03-04,7,5.518793185127887,1400
2021-03-04,8,3.2479159655965972,1400
2021-03-04,9,14.661570781600737,1400
2021-03-04,10,5.041951488719553,1400
2021-03-04,11,5.063661806379474,1400
2021-03-04,12,3.477657743929454,1400
2021-04-06,1,0.11963638178007842,1400
2021-04-06,2,0.8348960031008166,1400
2021-04-06,3,2.6857761015981114,1400
2021-04-06,4,0.3284670991899265,1400
2021-04-06,5,3.146689238692793,1400
2021-04-06,6,4.177973108348707,1400
2021-04-06,7,17.9106289138381,1400
2021-04-06,8,0.0297214716264889,1400
2021-04-06,9,-0.10438768919919146,1400
2021-04-06,10,5.6141747056374,1400
2021-04-06,11,-0.1670057592920814,1400
2021-04-06,12,20.308516149305245,1400
2021-05-05,1,0.2899216660693277,1400
2021-05-05,2,3.7662804639784406,1400
2021-05-05,3,0.03317590697108756,1400
2021-05-05,4,-0.14267113955518776,1400
2021-05-05,5,5.61147477160874,1400
2021-05-05,6,4.85394523520433,1400
2021-05-05,7,-0.031737161552504695,1400
2021-05-05,8,9.483618670961258,1400
2021-05-05,9,18.07428459795228,1400
2021-05-05,10,5.1718481147103015,1400
2021-05-05,11,4.1909468018471765,1400
2021-05-05,12,1.0325932385475998,1400
2021-06-10,1,-0.08695876535582417,1400
2021-06-10,2,0.08484156534206143,1400
2021-06-10,3,0.0274755990602961,1400
2021-06-10,4,1.49516694000748,1400
2021-06-10,5,0.036894606562582435,1400
2021-06-10,6,0.22804334695748177,1400
2021-06-10,7,4.6300978163804825,1400
2021-06-10,8,0.4816263504975016,1400
2021-06-10,9,0.05104259070922771,1400
2021-06-10,10,7.716530959375306,1400
2021-06-10,11,1.274114502624313,1400
2021-06-10,12,0.05032268954683687,1400
2021-07-09,1,9.842315259669446,1400
2021-07-09,2,1.8476369712007388,1400
2021-07-09,3,5.563830430224687,1400
2021-07-09,4,3.4779765762767707,1400
2021-07-09,5,8.113724128653777,1400
2021-07-09,6,3.1289531079047457,1400
2021-07-09,7,11.29259227279821,1400
2021-07-09,8,4.002445579730158,1400
2021-07-09,9,0.30998507178768,1400
2021-07-09,10,18.792692007506215,1400
2021-07-09,11,3.722191409750024,1400
2021-07-09,12,4.673700568065637,1400
2021-08-10,1,0.4095096235847344,1400
2021-08-10,2,3.756195687205514,1400
2021-08-10,3,0.048232778004878345,1400
2021-08-10,4,-0.03485466730243511,1400
2021-08-10,5,5.6841726999751545,1400
2021-08-10,6,4.864577172194023,1400
2021-08-10,7,0.10358051455217845,1400
2021-08-10,8,8.560170409516102,1400
2021-08-10,9,17.904207859148336,1400
2021-08-10,10,5.194384112715915,1400
2021-08-10,11,4.539862833580295,1400
2021-08-10,12,0.9760663562305686,1400
2021-09-10,1,0.35194805913878907,1400
2021-09-10,2,5.780304355941296,1400
2021-09-10,3,1.9313562185179518,1400
2021-09-10,4,4.0196486169223675,1400
2021-09-10,5,8.277495478807634,1400
2021-09-10,6,2.0409234109756347,1400
2021-09-10,7,4.731257928568393,1400
2021-09-10,8,6.640581671492965,1400
2021-09-10,9,9.318099977558767,1400
2021-09-10,10,5.548461876232878,1400
2021-09-10,11,8.562741785976304,1400
2021-09-10,12,5.283098782255545,1400
2021-10-11,1,3.8536091395279612,1400
2021-10-11,2,2.5328402670833547,1400
2021-10-11,3,8.446511391372699,1400
2021-10-11,4,5.966254334476197,1400
2021-10-11,5,5.752826323519766,1400
2021-10-11,6,5.815867760332294,1400
2021-10-11,7,6.880057051006884,1400
2021-10-11,8,5.992407722026064,1400
2021-10-11,9,6.884412751532813,1400
2021-10-11,10,5.895233752683988,1400
2021-10-11,11,4.21695249318622,1400
2021-10-11,12,3.2299538819489912,1400
2021-11-10,1,-0.14373350383081449,990
2021-11-10,2,6.614311812627184,1030
2021-11-10,3,6.577097137046243,1030
2021-11-10,4,-0.1627097597204039,1000
2021-11-10,5,-0.1576560483743132,990
2021-11-10,6,-0.17578094042763265,990
2021-11-10,7,6.646706123636891,1030
2021-11-10,8,-0.11674386516154826,1000
2021-11-10,9,6.568711022782095,1030
2021-11-10,10,6.524228375782335,1030
2021-11-10,11,-0.1652566118835544,1000
2021-11-10,12,6.642156299756015,1030
2021-12-09,1,4.248971679157988,1400
2021-12-09,2,2.4799960123468763,1400
2021-12-09,3,-0.11801306711132174,1400
2021-12-09,4,-0.045722131387789834,1400
2021-12-09,5,19.879349398397718,1400
2021-12-09,6,4.478214227087327,1400
2021-12-09,7,5.085256226695071,1400
2021-12-09,8,2.5251582723400983,1400
2021-12-09,9,8.803965439042571,1400
2021-12-09,10,19.51732614272806,1400
2021-12-09,11,2.7947273994379094,1400
2021-12-09,12,7.510481786788153,1400
2022-01-10,1,4.153800083964883,1400
2022-01-10,2,2.580834074079652,1400
2022-01-10,3,-0.20822761061145748,1400
2022-01-10,4,-0.14116567733269492,1400
2022-01-10,5,20.190308702616058,1400
2022-01-10,6,4.621688062539519,1400
2022-01-10,7,4.4278346464866685,1400
2022-01-10,8,3.8745815938921697,1400
2022-01-10,9,6.436122853512382,1400
2022-01-10,10,22.16175988427095,1400
2022-01-10,11,3.846678423998176,1400
2022-01-10,12,5.962864270905997,1400
2022-02-09,1,4.19997311772809,1400
2022-02-09,2,2.5454319226635373,1400
2022-02-09,3,-0.20969596420879283,1400
2022-02-09,4,-0.16282072401498518,1400
2022-02-09,5,20.162643760820416,1400
2022-02-09,6,4.550110236922612,1400
2022-02-09,7,4.620692242671566,1400
2022-02-09,8,2.8925349440591086,1400
2022-02-09,9,9.313902270409256,1400
2022-02-09,10,22.93415188877546,1400
2022-02-09,11,1.4643862139994877,1400
2022-02-09,12,4.9461679131915695,1400
2022-03-14,1,-0.24910786945844807,1400
2022-03-14,2,3.9057718775376196,1400
2022-03-14,3,10.003200557063193,1400
2022-03-14,4,2.977917294049637,1400
2022-03-14,5,0.03509898751760748,1400
2022-03-14,6,-0.2255694866622808,1400
2022-03-14,7,-0.17834156627997774,1310
2022-03-14,8,6.466680533087301,1400
2022-03-14,9,6.047690311013316,1400
2022-03-14,10,13.765228106968479,1400
2022-03-14,11,4.596046251473988,1400
2022-03-14,12,16.183255538012556,1400
2022-04-12,1,4.673827159919149,1400
2022-04-12,2,2.9049826962567393,1400
2022-04-12,3,-0.1837220643771306,1400
2022-04-12,4,-0.11763350779878239,1400
2022-04-12,5,5.918830712279401,1400
2022-04-12,6,14.94433953240471,1400
2022-04-12,7,13.57071115068505,1400
2022-04-12,8,4.053570149020501,1400
2022-04-12,9,1.9894905836509167,1400
2022-04-12,10,1.8491434166689587,1400
2022-04-12,11,3.7326200801792937,1400
2022-04-12,12,1.173782311583209,1400
2022-05-23,1,1.3093198957703576,1400
2022-05-23,2,3.4644964118727635,1400
2022-05-23,3,11.165795702516336,1400
2022-05-23,4,7.069585226815242,1400
2022-05-23,5,4.518101575740584,1400
2022-05-23,6,8.357513442933557,1400
2022-05-23,7,11.725510407906935,1400
2022-05-23,8,3.0683171461096306,1400
2022-05-23,9,14.492119151504056,1400
2022-05-23,10,6.134987056266594,1400
2022-05-23,11,6.978888997198775,1400
