Date,Depth,Energy,Iterations
2021-01-04,1,-0.18895475842992357,430
2021-01-04,2,-0.3216811070523489,600
2021-01-04,3,-0.3491481468521897,600
2021-01-04,4,-0.347445024935924,600
2021-01-04,5,-0.3496506163885746,600
2021-01-04,6,-0.3497680258160753,600
2021-02-02,1,-0.11106380560140465,430
2021-02-02,2,4.7859214096258915,470
2021-02-02,3,-0.11323850730504885,430
2021-02-02,4,-0.11106446223237501,430
2021-02-02,5,4.776016394290515,600
2021-02-02,6,-0.11323452714361237,430
2021-03-04,1,-0.07373093055527619,430
2021-03-04,2,4.860034254192423,470
2021-03-04,3,-0.07670265897043929,430
2021-03-04,4,-0.07373156523008356,430
2021-03-04,5,4.848441389925616,600
2021-03-04,6,-0.07669899155502813,500
2021-04-06,1,-0.06010537978160941,600
2021-04-06,2,-0.10191405369114362,600
2021-04-06,3,-0.08901161988744999,600
2021-04-06,4,-0.08976439139593098,600
2021-04-06,5,-0.09960930010116566,600
2021-04-06,6,-0.09935478109272619,600
2021-05-05,1,-0.1088018180418154,600
2021-05-05,2,-0.11986289669315704,600
2021-05-05,3,-0.11970532331225073,600
2021-05-05,4,-0.11774574171006046,600
2021-05-05,5,-0.11906997107637583,600
2021-05-05,6,-0.11880369942162794,600
2021-06-10,1,0.06400743798201498,600
2021-06-10,2,-0.005408573963560669,600
2021-06-10,3,-0.04787469792460393,600
2021-06-10,4,-0.04580296687977453,600
2021-06-10,5,-0.03918385585867673,600
2021-06-10,6,-0.04265794976980522,600
2021-07-09,1,0.10624680011819199,430
2021-07-09,2,5.211397015933477,470
2021-07-09,3,0.10196867276956653,430
2021-07-09,4,0.10624626534895644,430
2021-07-09,5,5.188312288316801,600
2021-07-09,6,0.10197902993196226,450
2021-08-10,1,0.07106092929094934,600
2021-08-10,2,-0.12214543996284793,600
2021-08-10,3,-0.15484936509824418,600
2021-08-10,4,-0.15487295857991043,600
2021-08-10,5,-0.15488134574279294,600
2021-08-10,6,-0.15491036126199345,600
2021-09-10,1,0.0021628443837913495,600
2021-09-10,2,-0.08158994042402097,600
2021-09-10,3,-0.1901528985831757,600
2021-09-10,4,-0.19016356474994414,600
2021-09-10,5,-0.19022376777889094,600
2021-09-10,6,-0.1903201031015675,600
2021-10-11,1,-0.1938880611275255,600
2021-10-11,2,-0.23098328845912455,600
2021-10-11,3,-0.5028411046649559,600
2021-10-11,4,-0.5050271734473039,600
2021-10-11,5,-0.50507371507782,600
2021-10-11,6,-0.5051653163978499,440
2021-11-10,1,-0.1885707416405914,600
2021-11-10,2,-0.23330645869733374,600
2021-11-10,3,-0.2751813726040173,600
2021-11-10,4,-0.40089119851851,600
2021-11-10,5,-0.40087890313772234,600
2021-11-10,6,-0.40100452347127974,440
2021-12-09,1,-0.12899640348175948,430
2021-12-09,2,-0.24191462795705562,600
2021-12-09,3,-0.5054935347888736,600
2021-12-09,4,-0.49403662565872447,600
2021-12-09,5,-0.5019826742513314,600
2021-12-09,6,-0.5072653362924178,600
2022-01-10,1,-0.28922350319575696,600
2022-01-10,2,-0.7889239526852123,600
2022-01-10,3,-0.7933536546878878,600
2022-01-10,4,-0.7939733907467733,600
2022-01-10,5,-0.7938739867180588,600
2022-01-10,6,-0.7939764273035667,430
2022-02-09,1,-0.2212902973193836,600
2022-02-09,2,-0.5993604888218159,600
2022-02-09,3,-0.616776822416688,600
2022-02-09,4,-0.6184516627329948,440
2022-02-09,5,-0.6184330237208747,430
2022-02-09,6,-0.6183242513517341,600
2022-03-14,1,-0.6648787690753879,600
2022-03-14,2,-0.9386133634282674,540
2022-03-14,3,-0.9385823797007601,430
2022-03-14,4,-0.9377974677887974,600
2022-03-14,5,-0.938617655905538,430
2022-03-14,6,-0.938619796558617,430
2022-04-12,1,-0.1393829341226517,600
2022-04-12,2,-0.6044016354464129,600
2022-04-12,3,-0.6152179317964523,600
2022-04-12,4,-0.616977665774944,430
2022-04-12,5,-0.6169828285117823,430
2022-04-12,6,-0.6169791354682886,430
2022-05-23,1,-0.8327742155262494,600
2022-05-23,2,-0.8472091755804981,500
2022-05-23,3,-0.8472139641332759,450
2022-05-23,4,-0.8472277237854788,430
2022-05-23,5,-0.8472292032910477,430
2022-05-23,6,-0.84722875728415,430
2022-06-23,1,-0.1875965901197193,600
2022-06-23,2,-0.6233800357877209,600
2022-06-23,3,-0.6222415603650356,600
2022-06-23,4,-0.6239081968124495,600
2022-06-23,5,-0.6240009170779525,500
2022-06-23,6,-0.6240152849571332,560
2022-07-22,1,0.0008282702071558415,600
2022-07-22,2,-0.3132702309235877,600
2022-07-22,3,-0.32123812173133093,600
2022-07-22,4,-0.32127563410261073,530
2022-07-22,5,-0.3212786722486566,570
2022-07-22,6,-0.3212598794616811,430
2022-08-23,1,-0.03803552729394737,600
2022-08-23,2,-0.4508438104238803,600
2022-08-23,3,-0.45235701841711806,600
2022-08-23,4,-0.45270463135674754,590
2022-08-23,5,-0.4526505270453562,600
2022-08-23,6,-0.45268960136877023,550
2022-09-21,1,-0.08433255329147502,600
2022-09-21,2,-0.40212246460267925,600
2022-09-21,3,-0.4197601064560245,480
2022-09-21,4,-0.41973127837097024,430
2022-09-21,5,-0.41977528613174864,460
2022-09-21,6,-0.41976946591661163,450
2022-10-20,1,-0.0692123736292048,430
2022-10-20,2,0.05642667759099256,600
2022-10-20,3,-0.2779857017259582,600
2022-10-20,4,-0.23447779872973576,600
2022-10-20,5,-0.26655084691797404,600
2022-10-20,6,-0.2628224905118879,600
2022-11-18,1,-0.16248796309226357,600
2022-11-18,2,-0.17333933433014273,600
2022-11-18,3,-0.1728730717880984,600
2022-11-18,4,-0.17112086110272864,600
2022-11-18,5,-0.17242418665240802,600
2022-11-18,6,-0.1721829880926749,600
2022-12-19,1,-0.14696529686726817,430
2022-12-19,2,-0.2770593668142817,600
2022-12-19,3,-0.30744561275620136,600
2022-12-19,4,-0.30617530839988405,600
2022-12-19,5,-0.30786068949197737,600
2022-12-19,6,-0.30796005401372634,600
2023-01-17,1,-0.11218876567478642,600
2023-01-17,2,-0.1161039497322095,600
2023-01-17,3,-0.11623546965549339,600
2023-01-17,4,-0.11544984762303048,600
2023-01-17,5,-0.11568613177951954,600
2023-01-17,6,-0.1156045457976731,600
2023-02-16,1,-0.10399596524817259,600
2023-02-16,2,-0.12156927635184947,600
