Date,VQE,Nash,Benchmark
2022-12-12,263076344.07124734,263076344.07124734,220996884.2587012
2022-12-13,263076344.07124734,263076344.07124734,218549583.25292808
2022-12-14,260808420.15105098,260808420.15105098,223690969.46583864
2022-12-15,257028580.64919433,257028580.64919433,223558457.4647296
2022-12-16,260052496.0586914,260052496.0586914,223909210.973001
2022-12-19,261564377.94188112,261564377.94188112,227551576.11630177
2022-12-20,258270109.2079746,258270109.2079746,224943192.2529506
2022-12-21,258270109.2079746,258270109.2079746,225701808.5930181
2022-12-22,258928990.2489167,258928990.2489167,225351094.5287575
2022-12-23,251022758.93462145,251022758.93462145,219887491.8749364
2022-12-26,250363923.38394734,250363923.38394734,220048604.3225379
2022-12-27,247069654.65004084,247069654.65004084,218198832.57210803
2022-12-28,247069654.65004084,247069654.65004084,218578134.40142244
2022-12-29,250363923.38394734,250363923.38394734,220048604.3225379
2022-12-30,253658169.37271985,253658169.37271985,221898353.5375418
2023-01-02,253043573.10762405,253043573.10762405,221517867.22869834
2023-01-03,248109562.17530563,248109562.17530563,218463303.2587424
2023-01-04,232602725.91191602,232602725.91191602,207346016.99433246
2023-01-05,218505587.56193113,218505587.56193113,197860080.24473014
2023-01-06,221324983.38874054,221324983.38874054,199984844.1963787
2023-01-09,213571576.6296127,213571576.6296127,196322786.99922508
2023-01-10,221324983.38874054,221324983.38874054,199036551.57877675
2023-01-11,224144424.7058179,224144424.7058179,200402706.2168938
2023-01-12,217800693.11496082,217800693.11496082,196854722.18325588
2023-01-13,221324983.38874054,221324983.38874054,198088267.4154672
2023-01-16,218505587.56193113,218505587.56193113,197101455.45037025
2023-01-17,221324983.38874054,221324983.38874054,200174495.1110359
2023-01-18,220660366.2197372,220660366.2197372,201293939.01746452
2023-01-19,221324983.38874054,221324983.38874054,204101765.49315986
2023-01-20,220660366.2197372,220660366.2197372,204348488.9062869
2023-01-24,218666440.64416936,218666440.64416936,202034059.95884764
2023-01-25,218001808.66145444,218001808.66145444,198789854.92822182
2023-01-26,225312849.35358778,225312849.35358778,195639693.48545992
2023-01-27,231294596.45286816,231294596.45286816,199528436.06579646
2023-01-30,231294596.45286816,231294596.45286816,197346606.67027557
2023-01-31,225312849.35358778,225312849.35358778,193457878.17107257
2023-02-01,225977451.70887956,225977451.70887956,193211150.53079927
2023-02-02,224648217.37087286,224648217.37087286,189340952.6471452
2023-02-03,231294596.45286816,231294596.45286816,186437501.93607175
2023-02-06,231959228.43558308,231959228.43558308,187499877.5711767
2023-02-07,235282432.7902923,235282432.7902923,193248199.08045852
2023-02-08,234617785.99386582,234617785.99386582,194367620.45146117
2023-02-09,236611726.3831452,236611726.3831452,191445688.4228369
2023-02-10,234617785.99386582,234617785.99386582,186513051.52494624
2023-02-13,235947094.40043032,235947094.40043032,188637829.5577283
2023-02-14,237940990.34857503,237940990.34857503,191388610.29752594
2023-02-15,235947094.40043032,235947094.40043032,196056024.15645894
2023-02-16,231294596.45286816,231294596.45286816,193419336.28815162
2023-02-17,231959228.43558308,231959228.43558308,191863536.36221847
2023-02-20,232623860.41829798,232623860.41829798,192925911.99732342
2023-02-21,231294596.45286816,231294596.45286816,189055691.5782434
2023-02-22,230629934.84273016,230629934.84273016,190175122.80323339
2023-02-23,231959228.43558308,231959228.43558308,192736256.85552
2023-02-24,230629934.84273016,230629934.84273016,191920591.9521035
2023-02-27,233288477.58730134,233288477.58730134,195297378.22636798
2023-02-28,232623860.41829798,232623860.41829798,196853224.6228479
2023-03-01,228636053.70829698,228636053.70829698,195715289.54488117
2023-03-02,229300656.06358877,229300656.06358877,195904936.2323922
2023-03-03,225312849.35358778,225312849.35358778,196076053.73211068
2023-03-06,223318923.77801993,223318923.77801993,190707074.895849
2023-03-07,223983540.94702327,223983540.94702327,188714924.5772524
2023-03-08,227971421.72558206,227971421.72558206,192471056.35198832
2023-03-09,227971421.72558206,227971421.72558206,191598321.77755326
