Date,Asset_A,Asset_B,pA_00,pA_01,pA_10,pA_11,pB_00,pB_01,pB_10,pB_11
2022-11-18,BBCA.JK,ASII.JK,1.856254681446365,1.7284093969329801,-1.4521339611828767,-2.7030871914480064,2.3632629822115923,-3.501273660212009,1.6192787342508292,-2.359185349577008
2022-11-18,BBCA.JK,TLKM.JK,2.0231344361976618,1.48645429414273,-0.9960619644434526,-2.608612985588674,1.893299810839489,-2.4444607698158136,1.5306591695746714,-3.021996667555887
2022-11-18,BBCA.JK,TPIA.JK,1.353110550280199,2.0494726683096873,-2.593122132914037,-2.017460848749524,3.167771366059131,-2.927940821683569,2.464744426854464,-4.218751869691469
2022-11-18,ASII.JK,TLKM.JK,2.1821125987422816,1.9880404058839571,-3.02079344164437,-2.8006196100923093,2.1626014796376127,-2.324452886753295,1.545524058298764,-3.1253729346723147
2022-11-18,ASII.JK,TPIA.JK,2.6817560607164768,1.4969737959295735,-2.626299435901845,-3.040746396196455,3.2448181086614767,-3.529908748187375,2.398704361766739,-3.485653592273871
2022-11-18,TLKM.JK,TPIA.JK,1.6707140127079783,1.896872248962789,-2.6281487700917885,-2.9409086580588206,3.997040791938351,-3.255460121363601,2.0343294030805343,-3.6582911204383852
2022-12-19,BBCA.JK,ASII.JK,2.451324047551302,2.2076461575766557,-2.27258765594748,-2.662742228756598,2.329318692337131,-2.665513560685533,2.416027936324059,-2.741142651078886
2022-12-19,BBCA.JK,TLKM.JK,2.7646762294203477,1.7848838591545892,-1.8761928531636174,-2.7583761998227043,2.4954041494993744,-2.3614581642769745,2.1302299400471236,-3.453469743999828
2022-12-19,BBCA.JK,TPIA.JK,2.1959204392637166,2.381042087985163,-2.4346206241106723,-2.6159439853718895,2.817679220150569,-2.2853795254064315,1.7499604447037718,-3.072530403878369
2022-12-19,ASII.JK,TLKM.JK,2.6323461394244205,2.1995580976013778,-3.00857984032264,-2.539345963814811,2.1968127632490972,-2.433074979726458,2.4598933104583214,-3.340750301598365
2022-12-19,ASII.JK,TPIA.JK,3.2445886011868925,1.7913964564263967,-2.3592444112293514,-2.994147600629645,3.135735502632204,-2.585240971712613,1.9532163601157562,-2.813409099917935
2022-12-19,TLKM.JK,TPIA.JK,2.124386403817017,2.592054276740035,-3.095609420653201,-3.037713355192267,3.0051587721979685,-2.5814843921424604,1.8212655230674588,-2.815369054476275
