Date,ASII.JK,BBCA.JK,TLKM.JK,TPIA.JK
2022-04-11,4915.7373046875,7038.271484375,3712.15087890625,2748.97802734375
2022-04-12,4987.50048828125,7106.60498046875,3744.50048828125,2680.564453125
2022-04-13,5005.44091796875,7106.60498046875,3793.025634765625,2637.028564453125
2022-04-14,4933.67822265625,7015.49462890625,3784.93798828125,2549.956787109375
2022-04-18,5023.38134765625,7015.49462890625,3809.20068359375,2487.7626953125
2022-04-19,4951.619140625,6947.16162109375,3784.93798828125,2593.49267578125
2022-04-20,4951.619140625,6969.93994140625,3744.50048828125,2587.273193359375
2022-04-21,5023.38134765625,7220.4921875,3736.413330078125,2549.956787109375
2022-04-22,5059.2626953125,7174.9375,3736.413330078125,2549.956787109375
2022-04-25,5077.20361328125,7288.82568359375,3809.20068359375,2537.517822265625
2022-04-26,5166.9072265625,7402.71337890625,3849.6376953125,2543.7373046875
2022-04-27,5113.08447265625,7471.04638671875,3857.725341796875,2539.330322265625
2022-04-28,5436.0166015625,7402.71337890625,3736.413330078125,2501.987548828125
2022-05-09,5192.23876953125,6924.384765625,3485.701416015625,2495.763427734375
2022-05-10,5155.4140625,6856.05126953125,3509.964111328125,2483.315673828125
2022-05-11,5081.765625,6969.93994140625,3501.87646484375,2470.867919921875
2022-05-12,5044.94189453125,6628.2763671875,3477.61376953125,2458.42041015625
2022-05-13,5247.47509765625,6673.83056640625,3445.26416015625,2464.644287109375
2022-05-17,5155.4140625,6742.1640625,3380.564208984375,2458.42041015625
2022-05-18,5229.06298828125,6901.60693359375,3437.176513671875,2477.091796875
2022-05-19,5155.4140625,6787.71923828125,3404.826904296875,2464.644287109375
2022-05-20,5247.47509765625,6742.1640625,3372.476806640625,2464.644287109375
2022-05-23,5118.5908203125,6719.38671875,3323.9521484375,2458.42041015625
2022-05-24,5265.8876953125,6696.60888671875,3356.3017578125,2464.644287109375
2022-05-25,5229.06298828125,6719.38671875,3396.7392578125,2477.091796875
2022-05-27,5321.12451171875,6901.60693359375,3477.61376953125,2533.1064453125
2022-05-30,5339.53662109375,6901.60693359375,3437.176513671875,2558.001953125
2022-05-31,5413.185546875,7061.05029296875,3485.701416015625,2545.55419921875
2022-06-02,5394.7724609375,6901.60693359375,3469.5263671875,2564.225830078125
2022-06-03,5376.361328125,6924.384765625,3485.701416015625,2526.8828125
2022-06-06,5321.12451171875,6787.71923828125,3509.964111328125,2508.211181640625
2022-06-07,5302.7119140625,6719.38671875,3437.176513671875,2489.539794921875
2022-06-08,5284.2998046875,6924.384765625,3437.147705078125,2489.539794921875
2022-06-09,5302.7119140625,6833.27392578125,3395.231201171875,2489.539794921875
2022-06-10,5100.17822265625,6696.60888671875,3370.08154296875,2477.091796875
2022-06-13,5173.82666015625,6696.60888671875,3420.381103515625,2427.30126953125
2022-06-14,5137.00244140625,6742.1640625,3445.531005859375,2377.510498046875
2022-06-15,4934.46826171875,6673.83056640625,3403.61474609375,2439.7490234375
2022-06-16,5044.94189453125,6901.60693359375,3386.84814453125,2396.181884765625
