Date,C_Obj,C_Pen,Penalty_A_Target
2021-01-04,-0.1470189100873595,0.5,4.19722457733622
2021-02-02,-0.08917215153551879,0.5,4.19722457733622
2021-03-04,-0.11782437751154702,0.5,4.19722457733622
2021-04-06,-0.18000313704206153,0.5,4.19722457733622
2021-05-05,-0.16920110383933717,0.5,4.19722457733622
2021-06-10,-0.044499385000453466,0.5,4.19722457733622
2021-07-09,0.09665033258804767,0.5,4.19722457733622
2021-08-10,0.009271703587152843,0.5,4.19722457733622
2021-09-10,-0.03147142127734359,0.5,4.19722457733622
2021-10-11,-0.1871018548700649,0.5,4.19722457733622
2021-11-10,-0.19936089136369517,0.5,4.19722457733622
2021-12-09,-0.15136616180215956,0.5,4.19722457733622
2022-01-10,-0.27473762111290956,0.5,4.19722457733622
2022-02-09,-0.25195092023705185,0.5,4.19722457733622
2022-03-14,-0.2765992214924578,0.5,4.19722457733622
2022-04-12,-0.1446730173514351,0.5,4.19722457733622
2022-05-23,-0.06214055278582333,0.5,4.19722457733622
2022-06-23,-0.03070901590477201,0.5,4.19722457733622
2022-07-22,-0.03937706737326467,0.5,4.19722457733622
2022-08-23,-0.07896321234511579,0.5,4.19722457733622
2022-09-21,-0.05011884789693728,0.5,4.19722457733622
2022-10-20,-0.005872561827192086,0.5,4.19722457733622
2022-11-18,-0.10142687786381642,0.5,4.19722457733622
2022-12-19,-0.01602007451489677,0.5,4.19722457733622
2023-01-17,-0.016186470437722596,0.5,4.19722457733622
2023-02-16,0.03420027347842707,0.5,4.19722457733622
2023-03-17,0.0471243303495539,0.5,4.19722457733622
2023-04-27,-0.0645815425437674,0.5,4.19722457733622
2023-05-30,-0.06006911854096865,0.5,4.19722457733622
2023-07-05,-0.09222354285973385,0.5,4.19722457733622
2023-08-04,-0.0587806367973033,0.5,4.19722457733622
2023-09-05,-0.059292942966598323,0.5,4.19722457733622
2023-10-05,-0.04770961194051138,0.5,4.19722457733622
2023-11-03,0.0800745772418354,0.5,4.19722457733622
2023-12-04,0.028470975299329803,0.5,4.19722457733622
