Depth,Theta_Index,Theta_Value
1,0,-0.004738308251590854
1,1,-0.08272831862795577
1,2,0.08520976331814649
1,3,-0.023279987442245118
1,4,-1.6071554856850148
1,5,-0.007734764329810181
1,6,-1.5680604222313075
1,7,-0.0014965316402743094
1,8,-1.385226701895376
1,9,0.19902449668763492
1,10,0.0887914575687818
1,11,0.1257981429654307
1,12,1.538950710946973
1,13,-0.24217172653340877
1,14,-1.7499786488985147
1,15,-0.4429351381687248
2,0,0.012577707266746129
2,1,-0.0010910446268568251
2,2,0.6887515740126774
2,3,-0.10799088002948341
2,4,-1.758796871950227
2,5,-0.0029796108953212704
2,6,-1.5128833743830317
2,7,-0.14232974966031484
2,8,-0.12447978698394299
2,9,-0.18858354587510742
2,10,-0.8926001993162672
2,11,0.0687595504380582
2,12,-0.1403367179650272
2,13,0.022236261702232158
2,14,0.12862805290949342
2,15,0.16658943161816145
2,16,-1.313475827618133
2,17,0.11749296874099889
2,18,-1.5612955632702596
2,19,0.23588462163662302
2,20,1.8271555247557996
2,21,-0.07304684376780167
2,22,-1.6874510772173879
2,23,-0.47803701227855505
3,0,-0.24585936395387492
3,1,-0.024907595065763
3,2,0.25509532297988546
3,3,-0.036780998043535885
3,4,-3.042090313389766
3,5,-0.4978132606502177
3,6,-2.027611407537167
3,7,-0.390903313434119
3,8,-0.7401403122641118
3,9,-0.40138987056887243
3,10,0.0016401185473247292
3,11,0.5478810237777622
3,12,1.3211051177563506
3,13,0.052303601686763825
3,14,-0.6885812742260443
3,15,-0.09887412112093055
3,16,-0.2953789196532012
3,17,0.0061881754342803744
3,18,-0.047149554674293444
3,19,0.11176474810172224
3,20,-0.07012520878682332
3,21,-0.02838859458123559
3,22,1.2005161260013588
3,23,-0.058309495069391405
3,24,-1.2092874123306538
3,25,0.22541892211328293
3,26,-1.7621315022144926
3,27,-0.01984048743569675
3,28,2.9265538042253616
3,29,0.06519977345539378
3,30,-2.239440958775954
3,31,-0.3787434050324283
4,0,0.350209423957373
4,1,-0.06437347052635893
4,2,0.5119477360809737
4,3,-0.30311930402187937
4,4,-2.5594184041071713
4,5,-0.560621013159554
4,6,-1.9791838539721371
4,7,-0.5325634471873136
4,8,-0.9751906287428518
4,9,-0.14595691208016479
4,10,-0.6075874494333668
4,11,0.34863329941458754
4,12,1.450615509420818
4,13,-0.2317114583852483
4,14,-0.4709338215026465
4,15,0.2580247116010693
4,16,-0.9611038621902985
4,17,0.015904505915864547
4,18,0.23557054195590235
4,19,-0.05268275337476718
4,20,0.1875654806749579
4,21,0.39208905831731855
4,22,0.8696347877515626
4,23,-0.052046931308838244
4,24,-0.2694202171306787
4,25,0.36138905453629144
4,26,-0.1102212515245022
4,27,0.022410234165676474
4,28,-0.1224150794959895
4,29,0.076312112723308
4,30,-0.5208117036306801
4,31,0.09383548502978271
4,32,-0.852526278661933
4,33,0.15273343604519732
4,34,-1.1134650432170998
4,35,0.09656283799927974
4,36,3.111451638283491
4,37,0.15656728755116836
4,38,-2.129946008151283
4,39,-0.5759504713287311
5,0,0.4649247739951392
5,1,0.13431675652185493
5,2,0.7364242885922042
5,3,-0.39103704171904247
5,4,-2.4593696288727194
5,5,-0.4444881507374815
5,6,-2.047447177149317
5,7,-0.31893698663360814
5,8,-0.9639540658675195
5,9,-0.09618642171534413
5,10,-0.45199066830560686
5,11,0.2510428131366394
5,12,0.8937045108274811
5,13,0.11422890524182751
5,14,-0.4462426698733416
5,15,0.07069787611855179
5,16,-1.0864203990935715
5,17,0.16182454055503898
5,18,-0.13503501198442586
5,19,0.03642620284501361
5,20,0.42039041989228787
5,21,0.28656861128026245
5,22,0.5801001142690815
5,23,0.24648040198958665
5,24,-0.5057611972226137
5,25,0.21496092945513168
5,26,-0.2827338159553844
5,27,0.006786160066630364
5,28,-0.1749153277333515
5,29,-0.07539294328737754
5,30,-1.0982260354588944
5,31,0.25465736643574294
5,32,0.1886764509170208
5,33,0.06441980434922046
5,34,-0.14276336246419263
5,35,0.30583175820874703
5,36,0.10471546151584939
5,37,0.15673383237813077
5,38,-0.28450120129044837
5,39,-0.13143140115706745
5,40,-0.8096005328830252
5,41,0.19411002350430545
5,42,-1.6270043238832645
5,43,-0.08849980401846293
5,44,2.794948325501744
5,45,0.2222193127836028
5,46,-1.763748882401854
5,47,-0.48173841127035955
6,0,0.2038802577228543
6,1,0.059414580856355474
6,2,0.6612090254607383
6,3,-0.3045938234166984
6,4,-2.2627408785013725
6,5,-0.31599320918479357
6,6,-2.121614082728237
6,7,-0.41941849406385023
6,8,-0.575580856805693
6,9,0.11423469751540477
6,10,-0.1650773695462334
6,11,0.30940467191638527
6,12,0.6619176474561299
6,13,0.14918519170954334
6,14,-0.31002833105221084
6,15,0.11342040705933612
6,16,-0.9935886764777588
6,17,-0.1042681209917716
6,18,0.2342840875001014
6,19,0.11830708050096177
6,20,0.6419788795791026
6,21,0.5011318687208965
6,22,0.42419428892093725
6,23,0.4051095273902977
6,24,-0.12565659548891403
6,25,0.10960543383414653
6,26,-0.28820984976103103
6,27,-0.1920382480492777
6,28,-0.09256341238384153
6,29,-0.06155852713526417
6,30,-1.22946442590281
6,31,0.02787479893262456
6,32,-0.022201995362935687
6,33,0.20710000317512103
6,34,-0.6961876714141406
6,35,0.26970697165578594
6,36,0.3487898627547694
6,37,0.1863404699753962
6,38,-0.38455337620803853
6,39,0.018569103010562645
6,40,0.06317757270670049
6,41,-0.15633382794835401
6,42,0.04351410454060791
6,43,-0.2919250260418303
6,44,0.3347094131418114
6,45,-0.1441876843207636
6,46,-0.24051893320005188
6,47,0.2026519636472999
6,48,-0.8368474428408057
6,49,0.22999281601124408
6,50,-1.9152237873122089
6,51,-0.11956372124468487
6,52,3.337861171508758
6,53,0.19300004345043534
6,54,-2.0312163905729697
6,55,-0.5193585261106176
7,0,0.5024110768243347
7,1,-0.0008607498728375413
7,2,0.8039167127383036
7,3,-0.48967090762789245
7,4,-2.3016609778668755
7,5,-0.5088824702105998
7,6,-2.2588257796581295
7,7,-0.38638236184243324
7,8,-0.8513498161102915
7,9,0.3838150624989267
7,10,0.06393118203843104
7,11,0.22505888250692976
7,12,0.77176195246182
7,13,0.11106338017101845
7,14,-0.9155253061723145
7,15,0.09350471977477558
7,16,-1.113022888084629
7,17,-0.21768344381686527
7,18,0.39116569532692846
7,19,0.1243529427670139
7,20,0.6103609838643773
7,21,0.3958216864359745
7,22,0.29079419656320993
7,23,0.29297954127441284
7,24,0.22405548190273583
7,25,0.3923994184176912
7,26,-0.5186148617807933
7,27,-0.1412610756728227
7,28,0.039569168918411085
7,29,-0.009258870088043498
7,30,-1.3367405666427266
7,31,0.10211364650787777
7,32,0.0023533108314623863
7,33,0.39947966159542914
7,34,-0.5534803295922246
7,35,0.40231715468290663
7,36,0.1778480741149419
7,37,-0.06218670620281768
7,38,-0.2842953860519368
7,39,-0.280769005304207
7,40,0.3654444685738617
7,41,-0.17626562672728946
7,42,0.09254852432999881
7,43,-0.004892693984680261
7,44,0.21501247543265833
7,45,-0.06015747982369477
7,46,-0.15888903516931352
7,47,0.23179418785759948
7,48,0.002643141519947458
7,49,-0.04294340430659978
7,50,-0.10829691612994459
7,51,0.1905107546806657
7,52,0.1963586335204815
7,53,0.00878207602179935
7,54,-0.08290304454073703
7,55,-0.03858409170899428
7,56,-0.6733706921404434
7,57,0.06411998355480204
7,58,-2.0502735459736314
7,59,-0.1416816741690009
7,60,3.199038655081891
7,61,0.07733075607304653
7,62,-2.086383094293419
7,63,-0.4207869470303645
8,0,0.2553796318659199
8,1,-0.10075628727379285
8,2,0.7262453204409081
8,3,-0.5864083069490862
8,4,-2.514696549401904
8,5,-0.3058943075575141
8,6,-2.2806289693653694
8,7,-0.29173857009257964
8,8,-0.7747216136219235
8,9,0.4696653547740499
8,10,0.32139178933731194
8,11,0.3366222157679538
8,12,0.5406851156751984
8,13,0.13713588191733014
8,14,-1.167903361455981
8,15,0.08361875704143948
8,16,-0.8344336204010325
8,17,-0.22516410571596596
8,18,1.0941140502266564
