Date,Ticker_i,Ticker_j,Interaction_J_Obj,Interaction_J_Pen
2021-01-04,BBCA.JK,ADRO.JK,0.001365337642913834,0.5
2021-02-02,BBCA.JK,ADRO.JK,0.002578149212280537,0.5
2021-03-04,BBCA.JK,ADRO.JK,0.002640490632217004,0.5
2021-04-06,BBCA.JK,ADRO.JK,0.0016018525110467906,0.5
2021-05-05,BBCA.JK,ADRO.JK,0.001500478739096911,0.5
2021-06-10,BBCA.JK,ADRO.JK,0.0013324441029814165,0.5
2021-07-09,BBCA.JK,ADRO.JK,0.0008260588613234773,0.5
2021-08-10,BBCA.JK,ADRO.JK,0.0005320061182266203,0.5
2021-09-10,BBCA.JK,ADRO.JK,0.0007291818547932989,0.5
2021-10-11,BBCA.JK,ADRO.JK,0.00036706900637988857,0.5
2021-11-10,BBCA.JK,ADRO.JK,0.0003667708865986768,0.5
2021-12-09,BBCA.JK,ADRO.JK,0.000452834561718443,0.5
2022-01-10,BBCA.JK,ADRO.JK,0.0002440235839734003,0.5
2022-02-09,BBCA.JK,ADRO.JK,0.00036335425498692446,0.5
2022-03-14,BBCA.JK,ADRO.JK,0.00013882224211417824,0.5
2022-04-12,BBCA.JK,ADRO.JK,0.00018821471919851584,0.5
2022-05-23,BBCA.JK,ADRO.JK,0.00029466311129017024,0.5
2022-06-23,BBCA.JK,ADRO.JK,0.000525615818230621,0.5
2022-07-22,BBCA.JK,ADRO.JK,0.0009031049648754034,0.5
2022-08-23,BBCA.JK,ADRO.JK,0.0005381660493204637,0.5
2022-09-21,BBCA.JK,ADRO.JK,0.0008843725968688215,0.5
2022-10-20,BBCA.JK,ADRO.JK,0.0009208534275346759,0.5
2022-11-18,BBCA.JK,ADRO.JK,0.0005510146624086082,0.5
2022-12-19,BBCA.JK,ADRO.JK,8.743329377357304e-05,0.5
2023-01-17,BBCA.JK,ADRO.JK,-3.745139865243716e-05,0.5
2023-02-16,BBCA.JK,ADRO.JK,0.00012937569893572162,0.5
2023-03-17,BBCA.JK,ADRO.JK,0.0001266660544552207,0.5
2023-04-27,BBCA.JK,ADRO.JK,0.00022440318369097627,0.5
2023-05-30,BBCA.JK,ADRO.JK,0.00013606192281206413,0.5
2023-07-05,BBCA.JK,ADRO.JK,0.0002562863501914902,0.5
2023-08-04,BBCA.JK,ADRO.JK,0.00032957373353685175,0.5
2023-09-05,BBCA.JK,ADRO.JK,0.0004114686621876021,0.5
2023-10-05,BBCA.JK,ADRO.JK,5.690565575798913e-06,0.5
2023-11-03,BBCA.JK,ADRO.JK,-5.051045251190099e-06,0.5
2023-12-04,BBCA.JK,ADRO.JK,8.538364094434564e-05,0.5
