Date,Ticker,Bias_h_Obj,Bias_h_Pen
2021-01-04,BBCA.JK,0.02948142028968375,-0.0
2021-01-04,TLKM.JK,0.0025753445875297,-0.0
2021-01-04,SMGR.JK,0.020996476233023635,-0.0
2021-01-04,BMRI.JK,0.01562742141973106,-0.0
2021-01-04,KLBF.JK,0.026523171403399676,-0.0
2021-01-04,ASII.JK,0.01943562531318657,-0.0
2021-01-04,UNTR.JK,0.0076657465780079,-0.0
2021-01-04,ICBP.JK,0.002776720921118804,-0.0
2021-01-04,AMRT.JK,0.025356625060336896,-0.0
2021-01-04,ADRO.JK,0.009525138136842727,-0.0
2021-01-04,TPIA.JK,0.02722895713677982,-0.0
2021-01-04,BBRI.JK,0.042944055166763244,-0.0
2021-02-02,BBCA.JK,0.010058473469618788,-0.0
2021-02-02,TLKM.JK,0.005507911166063153,-0.0
2021-02-02,SMGR.JK,0.015321353297259031,-0.0
2021-02-02,BMRI.JK,0.009233573271012934,-0.0
2021-02-02,KLBF.JK,0.03076734409660544,-0.0
2021-02-02,ASII.JK,0.015737881880035956,-0.0
2021-02-02,UNTR.JK,0.0013798649299911216,-0.0
2021-02-02,ICBP.JK,-0.0038226830046304856,-0.0
2021-02-02,AMRT.JK,0.019229652779934138,-0.0
2021-02-02,ADRO.JK,0.006467050166274464,-0.0
2021-02-02,TPIA.JK,0.033182020942687664,-0.0
2021-02-02,BBRI.JK,0.01824480175156945,-0.0
2021-03-04,BBCA.JK,0.0070171228891654025,-0.0
2021-03-04,TLKM.JK,0.026154803254614188,-0.0
2021-03-04,SMGR.JK,0.008240388967073088,-0.0
2021-03-04,BMRI.JK,0.006148964503897564,-0.0
2021-03-04,KLBF.JK,0.024823956786959474,-0.0
2021-03-04,ASII.JK,0.005879436255225993,-0.0
2021-03-04,UNTR.JK,-0.01356554093372346,-0.0
2021-03-04,ICBP.JK,-0.00032350940348708666,-0.0
2021-03-04,AMRT.JK,0.007946725224026509,-0.0
2021-03-04,ADRO.JK,0.014214999224596436,-0.0
2021-03-04,TPIA.JK,0.028160411454204247,-0.0
2021-03-04,BBRI.JK,0.0004950100795917162,-0.0
2021-04-06,BBCA.JK,0.005697558167925121,-0.0
2021-04-06,TLKM.JK,0.025872008169827734,-0.0
2021-04-06,SMGR.JK,0.01038670758460769,-0.0
2021-04-06,BMRI.JK,0.008898018665691452,-0.0
2021-04-06,KLBF.JK,0.025915257459792083,-0.0
2021-04-06,ASII.JK,0.01731580354569455,-0.0
2021-04-06,UNTR.JK,-0.009004924567726244,-0.0
2021-04-06,ICBP.JK,0.0014078818329083275,-0.0
2021-04-06,AMRT.JK,0.016232076028687353,-0.0
2021-04-06,ADRO.JK,0.021642225792743507,-0.0
2021-04-06,TPIA.JK,0.036934829453943566,-0.0
2021-04-06,BBRI.JK,-0.00021547055232059502,-0.0
2021-05-05,BBCA.JK,0.009464798529327356,-0.0
2021-05-05,TLKM.JK,0.032334120270540646,-0.0
2021-05-05,SMGR.JK,0.004607500793734299,-0.0
2021-05-05,BMRI.JK,0.010335002814475355,-0.0
2021-05-05,KLBF.JK,0.020402939630349434,-0.0
2021-05-05,ASII.JK,0.008881614497540949,-0.0
2021-05-05,UNTR.JK,-0.010491933323547841,-0.0
2021-05-05,ICBP.JK,-0.0013293587875990334,-0.0
2021-05-05,AMRT.JK,0.008477355931561835,-0.0
2021-05-05,ADRO.JK,0.01825292551735786,-0.0
2021-05-05,TPIA.JK,0.017727926492797808,-0.0
2021-05-05,BBRI.JK,0.004311790491159582,-0.0
2021-06-10,BBCA.JK,-0.004981630143189629,-0.0
2021-06-10,TLKM.JK,0.04411976720262011,-0.0
2021-06-10,SMGR.JK,-0.0007059190120990723,-0.0
2021-06-10,BMRI.JK,0.004025851665660385,-0.0
2021-06-10,KLBF.JK,0.002646864631539756,-0.0
2021-06-10,ASII.JK,-0.0024058142716684404,-0.0
2021-06-10,UNTR.JK,-0.02112287934607989,-0.0
2021-06-10,ICBP.JK,0.0021495972690317067,-0.0
2021-06-10,AMRT.JK,-0.007342568039295642,-0.0
2021-06-10,ADRO.JK,0.0041143527725886414,-0.0
2021-06-10,TPIA.JK,-0.009216116715682357,-0.0
2021-06-10,BBRI.JK,-6.882939812897511e-05,-0.0
2021-07-09,BBCA.JK,-0.008028451003780633,-0.0
2021-07-09,TLKM.JK,0.049382541734328926,-0.0
2021-07-09,SMGR.JK,-0.01778709223006782,-0.0
2021-07-09,BMRI.JK,-0.008780990378244353,-0.0
2021-07-09,KLBF.JK,-0.005177482392833274,-0.0
2021-07-09,ASII.JK,-0.0038928157449603586,-0.0
2021-07-09,UNTR.JK,-0.009205724724901413,-0.0
2021-07-09,ICBP.JK,-0.004367945852279889,-0.0
2021-07-09,AMRT.JK,-0.025230345267755864,-0.0
2021-07-09,ADRO.JK,-0.006848713686531189,-0.0
2021-07-09,TPIA.JK,0.00749938254246982,-0.0
2021-07-09,BBRI.JK,-0.019588846669199498,-0.0
2021-08-10,BBCA.JK,0.013468068864706776,-0.0
2021-08-10,TLKM.JK,0.05792108133125782,-0.0
2021-08-10,SMGR.JK,-0.014761895454421383,-0.0
2021-08-10,BMRI.JK,-0.005826114721711749,-0.0
2021-08-10,KLBF.JK,-0.006897820915857787,-0.0
2021-08-10,ASII.JK,-0.0051784594618923185,-0.0
2021-08-10,UNTR.JK,-0.011703551912084015,-0.0
2021-08-10,ICBP.JK,-0.013926051243343247,-0.0
2021-08-10,AMRT.JK,-0.018753687958473726,-0.0
2021-08-10,ADRO.JK,0.004948218976260202,-0.0
2021-08-10,TPIA.JK,-0.008243299597927554,-0.0
2021-08-10,BBRI.JK,-0.011695987668714746,-0.0
2021-09-10,BBCA.JK,0.016504345529633837,-0.0
2021-09-10,TLKM.JK,0.04032754065175102,-0.0
2021-09-10,SMGR.JK,0.000514884213404653,-0.0
2021-09-10,BMRI.JK,-0.00014921710724042164,-0.0
2021-09-10,KLBF.JK,-0.008843318803786027,-0.0
2021-09-10,ASII.JK,0.0013462551424729245,-0.0
2021-09-10,UNTR.JK,0.002478501920889848,-0.0
2021-09-10,ICBP.JK,-0.00038393310451208165,-0.0
2021-09-10,AMRT.JK,-0.016955750057721302,-0.0
2021-09-10,ADRO.JK,0.005851786430404327,-0.0
2021-09-10,TPIA.JK,-0.02586102708612526,-0.0
2021-09-10,BBRI.JK,0.002125412989490447,-0.0
2021-10-11,BBCA.JK,0.04246877729860744,-0.0
2021-10-11,TLKM.JK,0.03657249687369177,-0.0
2021-10-11,SMGR.JK,0.01178100412335547,-0.0
2021-10-11,BMRI.JK,0.01605223163006855,-0.0
2021-10-11,KLBF.JK,0.008869897861290832,-0.0
2021-10-11,ASII.JK,0.009296406060234992,-0.0
2021-10-11,UNTR.JK,0.00389782978332812,-0.0
2021-10-11,ICBP.JK,-0.006828534500038544,-0.0
2021-10-11,AMRT.JK,-0.016943649798504712,-0.0
2021-10-11,ADRO.JK,0.015304444006975013,-0.0
2021-10-11,TPIA.JK,-0.030816490694228586,-0.0
2021-10-11,BBRI.JK,0.018716668744900498,-0.0
2021-11-10,BBCA.JK,0.033994583838569244,-0.0
2021-11-10,TLKM.JK,0.026317889134181125,-0.0
2021-11-10,SMGR.JK,0.00701715033524007,-0.0
2021-11-10,BMRI.JK,0.015647428149880068,-0.0
2021-11-10,KLBF.JK,0.01270192573766525,-0.0
2021-11-10,ASII.JK,0.011930146770977649,-0.0
2021-11-10,UNTR.JK,0.007016860082977743,-0.0
