Date,ADRO.JK,AMRT.JK,ASII.JK,BBCA.JK,BBRI.JK,BMRI.JK,ICBP.JK,KLBF.JK,SMGR.JK,TLKM.JK,TPIA.JK,UNTR.JK
2021-10-04,585.1314086914062,1274.907958984375,3778.397216796875,5963.60791015625,2824.116455078125,2491.058349609375,7950.60400390625,1269.5635986328125,7283.1708984375,2968.10302734375,1772.53076171875,15890.4326171875
2021-10-05,575.6937866210938,1270.1151123046875,3761.454345703125,5950.755859375,2795.661865234375,2471.822265625,8111.4541015625,1260.364013671875,7019.12841796875,2968.10302734375,1741.433837890625,15304.072265625
2021-10-06,586.7044067382812,1250.943603515625,4049.4931640625,6152.11328125,2930.8212890625,2539.148193359375,8134.43408203125,1260.364013671875,7019.12841796875,3040.890380859375,1809.847412109375,15553.2763671875
2021-10-07,545.8079833984375,1241.35791015625,3863.114990234375,6134.97607421875,2930.8212890625,2577.6201171875,8134.43408203125,1260.364013671875,7107.142578125,3008.54052734375,1803.6280517578125,15381.0556640625
2021-10-08,570.9749755859375,1236.5650634765625,4030.482421875,6246.36474609375,2959.275634765625,2654.56396484375,8180.390625,1269.5635986328125,7107.142578125,3073.240234375,1822.2861328125,15514.673828125
2021-10-11,602.4337158203125,1222.1861572265625,3945.091064453125,6216.37548828125,2973.502685546875,2654.56396484375,8134.43408203125,1251.164306640625,6931.11376953125,3081.32763671875,1760.0921630859375,15648.294921875
2021-10-12,592.9961547851562,1207.8076171875,4013.40478515625,6272.0712890625,3001.95751953125,2693.035888671875,8157.41259765625,1260.364013671875,6975.12060546875,3057.0654296875,1753.872802734375,15603.7529296875
2021-10-13,585.1314086914062,1126.3284912109375,4286.65673828125,6447.72265625,3044.6396484375,2731.5078125,8226.3486328125,1274.16357421875,7305.173828125,3048.977783203125,1728.9949951171875,15574.060546875
2021-10-14,583.5585327148438,1193.428955078125,4252.5009765625,6640.51220703125,3023.29833984375,2760.362060546875,8571.02734375,1320.1622314453125,7855.2626953125,3097.502685546875,1797.4085693359375,15262.2822265625
2021-10-15,585.1314086914062,1212.6004638671875,4269.5791015625,6554.828125,3073.09375,2750.743896484375,8525.0712890625,1329.362060546875,7723.24169921875,3081.32763671875,1778.7503662109375,15143.509765625
2021-10-18,589.8501586914062,1183.8431396484375,4252.5009765625,6447.72265625,3137.116455078125,2760.362060546875,8548.0478515625,1324.76220703125,7833.2587890625,3065.15283203125,1791.18896484375,15618.5986328125
2021-10-19,583.5585327148438,1169.4644775390625,4337.89306640625,6426.302734375,3130.0029296875,2769.9794921875,8548.0478515625,1333.9620361328125,7723.24169921875,3024.71533203125,1803.6280517578125,15232.5869140625
2021-10-21,552.099853515625,1236.5650634765625,4201.26513671875,6340.6181640625,3101.54833984375,2760.362060546875,8479.1123046875,1370.760986328125,7745.244140625,3113.677734375,1784.9696044921875,14668.419921875
2021-10-22,545.8079833984375,1193.428955078125,4218.34375,6447.72265625,3130.0029296875,2769.9794921875,8364.220703125,1338.5618896484375,7789.251953125,3129.8525390625,1872.04150390625,14074.5556640625
2021-10-25,548.9539794921875,1193.428955078125,4132.9521484375,6447.72265625,3058.86669921875,2741.1259765625,8364.220703125,1347.761474609375,7547.21337890625,3057.0654296875,1921.7967529296875,14252.7158203125
2021-10-26,555.2456665039062,1207.8076171875,4201.26513671875,6447.72265625,3094.4345703125,2760.362060546875,8364.220703125,1416.7596435546875,7371.18505859375,3073.240234375,1896.919189453125,14549.6455078125
2021-10-27,544.2352294921875,1188.6361083984375,4098.7958984375,6383.46044921875,3051.752685546875,2750.743896484375,8134.43408203125,1471.9580078125,7613.224609375,3065.15283203125,1903.138427734375,14549.6455078125
2021-10-28,512.7764892578125,1135.914306640625,4098.7958984375,6319.197265625,3016.184814453125,2702.654052734375,8088.47705078125,1462.75830078125,7767.2490234375,3032.802978515625,1847.1636962890625,13658.8515625
2021-10-29,528.505859375,1145.500244140625,4115.8740234375,6404.8818359375,3023.29833984375,2760.362060546875,8088.47705078125,1471.9580078125,8009.28759765625,3073.240234375,1890.6995849609375,13985.4765625
2021-11-01,530.0787353515625,1155.0859375,4115.8740234375,6340.6181640625,3009.071044921875,2760.362060546875,8088.47705078125,1462.75830078125,8119.30615234375,2992.365234375,1890.6995849609375,14015.169921875
2021-11-02,517.4953002929688,1107.156982421875,4030.482421875,6254.93408203125,2994.84375,2702.654052734375,8134.43408203125,1490.357421875,7899.26904296875,2960.015625,1865.822021484375,13658.8515625
2021-11-03,526.9329223632812,1126.3284912109375,4081.71728515625,6297.77490234375,3051.752685546875,2741.1259765625,8065.498046875,1504.1571044921875,8339.3408203125,3008.54052734375,1847.1636962890625,13257.994140625
2021-11-04,526.9329223632812,1150.2930908203125,4081.71728515625,6319.197265625,3023.29833984375,2760.362060546875,8088.47705078125,1499.55712890625,8713.400390625,3048.977783203125,1822.2861328125,13302.5341796875
2021-11-05,517.4953002929688,1145.500244140625,4047.560546875,6383.46044921875,3016.184814453125,2731.5078125,8088.47705078125,1499.55712890625,8713.400390625,3048.977783203125,1784.9696044921875,13302.5341796875
