Date,C_Obj,C_Pen,Penalty_A_Target
2021-01-04,-0.23272909710929743,3.0,7.1298987149230735
2021-02-02,-0.16502501945019707,3.0,7.1298987149230735
2021-03-04,-0.11889536940388785,3.0,7.1298987149230735
2021-04-06,-0.1635149800931787,3.0,7.1298987149230735
2021-05-05,-0.1256546412324064,3.0,7.1298987149230735
2021-06-10,-0.013881578725709947,3.0,7.1298987149230735
2021-07-09,0.05032670987887813,3.0,7.1298987149230735
2021-08-10,0.01942252091592725,3.0,7.1298987149230735
2021-09-10,-0.01869990223413569,3.0,7.1298987149230735
2021-10-11,-0.10981230346337807,3.0,7.1298987149230735
2021-11-10,-0.13313191298411844,3.0,7.1298987149230735
2021-12-09,-0.09422386021826655,3.0,7.1298987149230735
2022-01-10,-0.15506769449757668,3.0,7.1298987149230735
2022-02-09,-0.18859986291192224,3.0,7.1298987149230735
2022-03-14,-0.1917449121732228,3.0,7.1298987149230735
2022-04-12,-0.18215356146708714,3.0,7.1298987149230735
2022-05-23,-0.18018435699913232,3.0,7.1298987149230735
2022-06-23,-0.20151928274792888,3.0,7.1298987149230735
2022-07-22,-0.1823014576451085,3.0,7.1298987149230735
2022-08-23,-0.16288304331178552,3.0,7.1298987149230735
2022-09-21,-0.21586723803961724,3.0,7.1298987149230735
2022-10-20,-0.1530007303461014,3.0,7.1298987149230735
2022-11-18,-0.15377132944428482,3.0,7.1298987149230735
2022-12-19,-0.10757332345754986,3.0,7.1298987149230735
2023-01-17,-0.08994973419542106,3.0,7.1298987149230735
2023-02-16,-0.07955813205071215,3.0,7.1298987149230735
2023-03-17,0.03599911555802077,3.0,7.1298987149230735
2023-04-27,-0.03133212346701369,3.0,7.1298987149230735
2023-05-30,-0.021875748499565813,3.0,7.1298987149230735
2023-07-05,-0.038031798874887404,3.0,7.1298987149230735
2023-08-04,-0.10492324324203915,3.0,7.1298987149230735
2023-09-05,-0.08416654988338683,3.0,7.1298987149230735
2023-10-05,-0.09840189677551306,3.0,7.1298987149230735
2023-11-03,-0.00181185541738282,3.0,7.1298987149230735
2023-12-04,-0.046092270448947446,3.0,7.1298987149230735
