Date,BBCA.JK,BMRI.JK,SMGR.JK,TLKM.JK
2021-06-09,5595.1669921875,2366.0244140625,9153.4716796875,2741.654052734375
2021-06-10,5672.28173828125,2385.26025390625,9087.4609375,2814.441162109375
2021-06-11,5543.755859375,2414.1142578125,9087.4609375,2806.353759765625
2021-06-14,5492.34619140625,2414.1142578125,8955.439453125,2757.828857421875
2021-06-15,5543.755859375,2433.3505859375,8977.443359375,2782.091064453125
2021-06-16,5470.92529296875,2414.1142578125,8977.443359375,2757.828857421875
2021-06-17,5423.798828125,2385.26025390625,8713.400390625,2709.3037109375
2021-06-18,5419.51513671875,2385.26025390625,8713.400390625,2709.3037109375
2021-06-21,5355.251953125,2317.9345703125,8801.4150390625,2668.866455078125
2021-06-22,5432.3671875,2375.642333984375,8537.3740234375,2668.866455078125
2021-06-23,5338.115234375,2317.9345703125,8537.3740234375,2725.478759765625
2021-06-24,5320.97802734375,2298.698486328125,8559.375,2628.429443359375
2021-06-25,5303.84130859375,2269.844482421875,8559.375,2628.429443359375
2021-06-28,5188.16796875,2192.900634765625,8207.3203125,2563.729248046875
2021-06-29,5179.59912109375,2221.7548828125,8427.35546875,2555.64208984375
2021-06-30,5162.462890625,2269.844482421875,8361.3447265625,2547.554443359375
2021-07-01,5162.462890625,2298.698486328125,8273.3310546875,2515.20458984375
2021-07-02,5226.7255859375,2289.08056640625,8185.314453125,2482.854736328125
2021-07-05,5235.2939453125,2250.608642578125,8097.30126953125,2458.59228515625
2021-07-06,5188.16796875,2221.7548828125,8185.314453125,2434.32958984375
2021-07-07,5196.73583984375,2212.13671875,7877.26611328125,2450.504638671875
2021-07-08,5153.89501953125,2269.844482421875,7789.2509765625,2434.32958984375
2021-07-09,5158.17822265625,2221.7548828125,7833.25830078125,2555.64208984375
2021-07-12,5286.70458984375,2231.372802734375,7745.24462890625,2531.37939453125
2021-07-13,5179.59912109375,2221.7548828125,7569.21630859375,2482.854736328125
2021-07-14,5132.47314453125,2192.900634765625,7503.2060546875,2474.76708984375
2021-07-15,5239.578125,2260.226806640625,7459.19873046875,2531.37939453125
2021-07-16,5235.2939453125,2260.226806640625,7789.2509765625,2563.729248046875
2021-07-19,5145.326171875,2212.13671875,7569.21630859375,2604.1669921875
2021-07-21,5149.609375,2279.46240234375,7789.2509765625,2596.079345703125
2021-07-22,5273.8525390625,2327.552734375,7811.25537109375,2636.5166015625
2021-07-23,5171.03125,2298.698486328125,7657.23046875,2563.729248046875
2021-07-26,5145.326171875,2231.372802734375,7525.2099609375,2579.904296875
2021-07-27,5145.326171875,2240.99072265625,7371.18505859375,2644.60400390625
2021-07-28,5123.904296875,2269.844482421875,7217.15966796875,2579.904296875
2021-07-29,5175.3154296875,2212.13671875,7063.13525390625,2612.254150390625
2021-07-30,5115.3369140625,2192.900634765625,6777.08935546875,2620.341796875
2021-08-02,5106.7685546875,2183.28271484375,6865.103515625,2676.9541015625
2021-08-03,5265.28271484375,2221.7548828125,7305.17431640625,2693.129150390625
2021-08-04,5243.8623046875,2240.99072265625,7437.19482421875,2725.478759765625
2021-08-05,5398.09375,2327.552734375,7393.1884765625,2701.216552734375
2021-08-06,5278.13623046875,2298.698486328125,7437.19482421875,2685.04150390625
2021-08-09,5312.41015625,2231.372802734375,7349.18115234375,2628.429443359375
2021-08-10,5398.09375,2231.372802734375,7459.19873046875,2612.254150390625
2021-08-12,5398.09375,2279.46240234375,7723.24169921875,2709.3037109375
2021-08-13,5492.34619140625,2308.31640625,7811.25537109375,2668.866455078125
2021-08-16,5500.91455078125,2298.698486328125,7965.279296875,2701.216552734375
2021-08-18,5655.1455078125,2327.552734375,8295.333984375,2765.91650390625
2021-08-19,5655.1455078125,2250.608642578125,8009.287109375,2741.654052734375
2021-08-20,5655.1455078125,2269.844482421875,8251.3271484375,2749.7412109375
2021-08-23,5646.57763671875,2298.698486328125,8405.3515625,2782.091064453125
2021-08-24,5655.1455078125,2240.99072265625,8251.3271484375,2749.7412109375
2021-08-25,5655.1455078125,2289.08056640625,8295.333984375,2725.478759765625
2021-08-26,5620.8720703125,2240.99072265625,7723.24169921875,2717.3916015625
2021-08-27,5578.0302734375,2231.372802734375,7789.2509765625,2685.04150390625
2021-08-30,5625.15625,2289.08056640625,8031.29052734375,2749.7412109375
2021-08-31,5612.30322265625,2346.78857421875,8141.30859375,2749.7412109375
2021-09-01,5625.15625,2308.31640625,7943.2763671875,2701.216552734375
2021-09-02,5603.7353515625,2327.552734375,8053.29345703125,2725.478759765625
2021-09-03,5655.1455078125,2356.406494140625,8097.30126953125,2741.654052734375
2021-09-06,5633.72509765625,2385.26025390625,8097.30126953125,2741.654052734375
2021-09-07,5629.4404296875,2404.496337890625,7855.26171875,2733.566162109375
2021-09-08,5518.05078125,2404.496337890625,7525.2099609375,2693.129150390625
2021-09-09,5629.4404296875,2442.96826171875,7701.23779296875,2741.654052734375
2021-09-10,5586.5986328125,2385.26025390625,7833.25830078125,2693.129150390625
2021-09-13,5616.587890625,2366.0244140625,7833.25830078125,2709.3037109375
2021-09-14,5608.01904296875,2346.78857421875,7833.25830078125,2782.091064453125
2021-09-15,5565.177734375,2356.406494140625,7833.25830078125,2790.178466796875
2021-09-16,5569.46142578125,2366.0244140625,7679.234375,2782.091064453125
2021-09-17,5586.5986328125,2327.552734375,7635.2275390625,2854.878662109375
2021-09-20,5642.29296875,2317.9345703125,7481.20263671875,2846.790771484375
2021-09-21,5560.8935546875,2298.698486328125,7415.19189453125,2854.878662109375
2021-09-22,5616.587890625,2337.170654296875,7525.2099609375,2903.4033203125
2021-09-23,5638.0087890625,2337.170654296875,7481.20263671875,2879.14111328125
2021-09-24,5642.29296875,2298.698486328125,7305.17431640625,2879.14111328125
2021-09-27,5638.0087890625,2269.844482421875,7217.15966796875,2846.790771484375
2021-09-28,5586.5986328125,2289.08056640625,6909.11083984375,2854.878662109375
2021-09-29,5638.0087890625,2308.31640625,7459.19873046875,2854.878662109375
2021-09-30,5997.8828125,2366.0244140625,7217.15966796875,2984.27783203125
2021-10-01,5792.23974609375,2346.78857421875,7129.1455078125,2960.015625
2021-10-04,5963.60791015625,2491.05810546875,7283.1708984375,2968.103271484375
2021-10-05,5950.75537109375,2471.822265625,7019.12841796875,2968.103271484375
2021-10-06,6152.11328125,2539.1484375,7019.12841796875,3040.890380859375
2021-10-07,6134.97607421875,2577.6201171875,7107.142578125,3008.54052734375
2021-10-08,6246.365234375,2654.56396484375,7107.142578125,3073.240234375
2021-10-11,6216.376953125,2654.56396484375,6931.11376953125,3081.327880859375
2021-10-12,6272.0712890625,2693.035888671875,6975.12158203125,3057.0654296875
2021-10-13,6447.72265625,2731.5078125,7305.17431640625,3048.977783203125
2021-10-14,6640.51220703125,2760.36181640625,7855.26171875,3097.502685546875
2021-10-15,6554.82763671875,2750.743896484375,7723.24169921875,3081.327880859375
2021-10-18,6447.72265625,2760.36181640625,7833.25830078125,3065.152587890625
2021-10-19,6426.30126953125,2769.979736328125,7723.24169921875,3024.71533203125
2021-10-21,6340.6181640625,2760.36181640625,7745.24462890625,3113.677734375
2021-10-22,6447.72265625,2769.979736328125,7789.2509765625,3129.8525390625
2021-10-25,6447.72265625,2741.1259765625,7547.212890625,3057.0654296875
2021-10-26,6447.72265625,2760.36181640625,7371.18505859375,3073.240234375
2021-10-27,6383.46044921875,2750.743896484375,7613.22412109375,3065.152587890625
2021-10-28,6319.197265625,2702.65380859375,7767.248046875,3032.80322265625
2021-10-29,6404.88134765625,2760.36181640625,8009.287109375,3073.240234375
2021-11-01,6340.6181640625,2760.36181640625,8119.30419921875,2992.365478515625
2021-11-02,6254.93408203125,2702.65380859375,7899.2685546875,2960.015625
2021-11-03,6297.77587890625,2741.1259765625,8339.3408203125,3008.54052734375
2021-11-04,6319.197265625,2760.36181640625,8713.400390625,3048.977783203125
2021-11-05,6383.46044921875,2731.5078125,8713.400390625,3048.977783203125
2021-11-08,6490.56494140625,2693.035888671875,8427.35546875,3032.80322265625
2021-11-09,6576.2490234375,2644.9462890625,8493.3662109375,3000.452880859375
2021-11-10,6554.82763671875,2750.743896484375,8427.35546875,2992.365478515625
2021-11-11,6576.2490234375,2779.597900390625,8295.333984375,2951.927978515625
2021-11-12,6447.72265625,2731.5078125,8295.333984375,2911.49072265625
2021-11-15,6426.30126953125,2712.27197265625,8097.30126953125,2911.49072265625
2021-11-16,6404.88134765625,2779.597900390625,8075.29736328125,2968.103271484375
2021-11-17,6512.34521484375,2779.597900390625,7965.279296875,2935.753173828125
2021-11-18,6361.89453125,2760.36181640625,7899.2685546875,2935.753173828125
2021-11-19,6383.388671875,2789.2158203125,7877.26611328125,3154.114990234375
2021-11-22,6426.37451171875,2827.687744140625,7855.26171875,3073.240234375
2021-11-23,6426.37451171875,2750.743896484375,7525.2099609375,3073.240234375
